id,timestamp,shoe-type,color,state
581,2009-03-25 20:30:32,loafers,5,WA
582,2009-03-27 11:52:30,slippers,2,ND
583,2009-03-26 00:56:37,slippers,5,KS
584,2009-03-27 14:28:58,high-heels,0,NC
585,2009-03-03 07:05:51,loafers,8,MP
586,2009-03-10 20:49:11,oxfords,6,MI
587,2009-03-13 00:58:20,loafers,7,TX
588,2009-03-29 00:00:00,slippers,7,NE
589,2009-03-13 01:14:31,loafers,5,AK
590,2009-03-18 01:48:02,boots,4,NJ
591,2009-03-21 09:34:17,boots,7,WI
592,2009-03-05 10:02:47,sandals,3,AL
593,2009-03-22 12:49:25,oxfords,3,CA
594,2009-03-24 05:01:20,slippers,3,WA
595,2009-03-25 03:24:22,loafers,8,NJ
596,2009-03-11 12:38:16,sandals,8,AZ
597,2009-03-29 20:59:04,loafers,1,NM
598,2009-03-24 20:43:16,oxfords,6,NA
599,2009-03-24 01:07:51,flats,9,VT
600,2009-03-04 21:01:51,high-heels,4,NC
601,2009-03-20 15:36:31,flats,8,KY
602,2009-03-25 09:27:14,slippers,3,PR
603,2009-03-29 08:08:05,flats,1,MI
604,2009-03-15 05:33:30,oxfords,9,UT
605,2009-03-08 09:44:28,loafers,4,NH
606,2009-03-06 08:52:55,flats,4,ME
607,2009-03-05 13:49:58,flats,8,IN
608,2009-03-11 23:44:54,high-heels,5,NA
609,2009-03-20 14:59:19,flats,8,WV
610,2009-03-03 19:57:26,slippers,4,SC
611,2009-03-18 00:33:11,oxfords,1,MP
612,2009-03-27 06:17:24,loafers,5,WI
613,2009-03-20 13:08:56,boots,9,MP
614,2009-03-06 16:36:35,flats,6,WY
615,2009-03-28 12:53:52,oxfords,8,MD
616,2009-03-15 16:21:14,loafers,2,CT
617,2009-03-10 08:30:52,loafers,0,OR
618,2009-03-30 23:31:39,oxfords,9,DE
619,2009-03-06 15:10:06,sandals,4,AZ
620,2009-03-29 06:40:03,oxfords,7,OR
621,2009-03-09 10:56:30,flats,3,RI
622,2009-03-26 05:51:55,boots,2,FL
623,2009-03-07 21:44:19,flats,1,NJ
624,2009-03-06 11:44:14,sandals,1,GA
625,2009-03-10 08:00:19,flats,9,SD
626,2009-03-21 16:36:10,loafers,6,NY
627,2009-03-07 10:36:48,loafers,3,CT
628,2009-03-20 14:51:04,loafers,3,IN
629,2009-03-21 22:42:53,loafers,2,MS
630,2009-03-16 17:16:59,high-heels,4,WY
631,2009-03-31 21:36:37,slippers,7,PR
632,2009-03-15 09:45:37,loafers,9,PR
633,2009-03-16 13:27:08,high-heels,5,MT
634,2009-03-11 22:50:37,boots,9,NC
635,2009-03-27 17:52:08,loafers,9,AL
636,2009-03-13 07:17:53,loafers,3,NE
637,2009-03-04 21:52:23,oxfords,8,OH
638,2009-03-29 10:00:05,loafers,1,MT
639,2009-03-22 08:38:04,flats,1,MI
640,2009-03-23 01:50:24,loafers,6,KY
641,2009-03-08 13:14:37,loafers,1,MI
642,2009-03-08 14:26:30,flats,5,CT
643,2009-03-07 07:55:32,boots,6,VA
644,2009-03-03 01:36:51,high-heels,1,AL
645,2009-03-24 23:27:45,high-heels,4,KS
646,2009-03-14 19:49:39,sandals,0,IA
647,2009-03-25 16:40:28,sandals,3,UT
648,2009-03-28 00:05:50,oxfords,8,VI
649,2009-03-08 23:25:25,oxfords,9,MS
650,2009-03-05 05:34:40,slippers,2,MO
651,2009-03-12 15:57:06,slippers,3,OK
652,2009-03-16 05:29:29,oxfords,3,CO
653,2009-03-27 15:01:40,oxfords,2,MO
654,2009-03-21 13:10:37,boots,9,NJ
655,2009-03-18 17:05:32,sandals,8,AL
656,2009-03-24 03:16:52,slippers,0,MA
657,2009-03-21 20:45:53,flats,3,UT
658,2009-03-10 23:27:59,oxfords,7,NY
659,2009-03-02 14:25:36,oxfords,0,HI
660,2009-03-11 18:11:18,high-heels,7,FL
661,2009-03-17 16:14:27,flats,9,NH
662,2009-03-05 19:29:17,sandals,5,TX
663,2009-03-28 07:18:25,slippers,9,RI
664,2009-03-06 08:46:09,boots,9,OK
665,2009-03-14 19:11:43,oxfords,1,NC
666,2009-03-01 09:52:57,slippers,6,OH
667,2009-03-23 02:20:04,flats,2,NH
668,2009-03-21 22:34:47,sandals,8,WA
669,2009-03-04 03:36:50,slippers,5,LA
670,2009-03-16 23:33:37,loafers,7,FL
671,2009-03-15 00:50:41,high-heels,4,KS
672,2009-03-11 06:57:51,slippers,9,VT
673,2009-03-13 23:22:36,flats,7,AK
674,2009-03-07 12:11:13,slippers,4,WY
675,2009-03-28 12:41:35,slippers,9,TN
676,2009-03-10 14:06:58,slippers,1,IA
677,2009-03-21 13:53:00,oxfords,8,AS
678,2009-03-10 15:05:52,oxfords,1,NH
679,2009-03-16 03:18:07,flats,9,NM
680,2009-03-04 10:39:41,loafers,0,MT
681,2009-03-13 05:21:09,oxfords,5,MD
682,2009-03-28 02:41:56,high-heels,4,KY
683,2009-03-02 14:50:12,high-heels,0,ME
684,2009-03-30 20:07:20,loafers,8,ID
685,2009-03-25 06:54:02,loafers,0,HI
686,2009-03-21 21:12:17,high-heels,0,KY
687,2009-03-28 02:29:46,high-heels,7,VT
688,2009-03-31 06:36:44,boots,1,IL
689,2009-03-02 14:07:10,slippers,6,NE
690,2009-03-30 12:37:39,slippers,5,VI
691,2009-03-14 13:03:51,sandals,1,UT
692,2009-03-23 19:38:18,boots,6,ID
693,2009-03-13 11:24:36,high-heels,9,AL
694,2009-03-11 09:59:54,high-heels,6,OH
695,2009-03-24 11:02:25,oxfords,6,AR
696,2009-03-28 15:31:51,boots,2,NE
697,2009-03-17 01:17:01,loafers,6,IL
698,2009-03-06 22:49:51,sandals,6,MP
699,2009-03-30 14:20:41,loafers,4,WY
700,2009-03-17 15:11:51,oxfords,9,AR
701,2009-03-27 04:51:28,loafers,7,VT
702,2009-03-09 12:57:48,flats,0,WY
703,2009-03-24 01:19:05,flats,3,UT
704,2009-03-15 18:14:03,loafers,7,MS
705,2009-03-04 23:04:47,loafers,8,PA
706,2009-03-12 02:36:11,oxfords,5,CO
707,2009-03-25 00:17:27,loafers,8,VA
708,2009-03-24 05:54:57,sandals,3,PA
709,2009-03-19 18:20:37,flats,8,KY
710,2009-03-26 02:06:20,boots,8,NE
711,2009-03-03 01:51:51,high-heels,4,MI
712,2009-03-09 03:39:39,loafers,6,GA
713,2009-03-17 14:26:48,loafers,8,AS
714,2009-03-04 04:59:38,flats,8,OR
715,2009-03-24 01:48:43,flats,0,NM
716,2009-03-31 07:21:10,flats,6,IN
717,2009-03-29 22:13:46,sandals,4,OR
718,2009-03-16 22:06:29,oxfords,6,MS
719,2009-03-28 13:41:31,sandals,9,IL
720,2009-03-14 05:45:20,oxfords,9,CA
721,2009-03-17 09:28:01,oxfords,9,SD
722,2009-03-16 07:47:27,oxfords,6,OH
723,2009-03-06 01:50:26,slippers,2,DE
724,2009-03-26 11:45:46,slippers,6,SC
725,2009-03-07 08:30:10,sandals,7,LA
726,2009-03-24 10:05:44,boots,4,AL
727,2009-03-03 08:19:45,flats,0,DC
728,2009-03-25 16:45:48,high-heels,0,OK
729,2009-03-24 18:12:15,sandals,7,LA
730,2009-03-21 11:44:38,slippers,7,IA
731,2009-03-29 08:27:42,oxfords,2,NH
732,2009-03-20 09:52:00,boots,8,AK
733,2009-03-01 13:59:32,flats,6,VA
734,2009-03-01 16:19:09,boots,1,MN
735,2009-03-23 02:08:54,oxfords,4,NJ
736,2009-03-04 23:20:37,boots,2,KS
737,2009-03-23 16:28:27,boots,7,PA
738,2009-03-14 02:23:15,high-heels,1,FL
739,2009-03-09 16:53:00,oxfords,5,AS
740,2009-03-07 05:57:16,sandals,5,OR
741,2009-03-21 03:24:57,sandals,4,WI
742,2009-03-29 16:52:52,flats,7,TX
743,2009-03-17 22:54:31,slippers,5,NE
744,2009-03-04 12:14:07,sandals,5,LA
745,2009-03-14 04:06:14,loafers,3,VT
746,2009-03-14 17:43:57,high-heels,8,OR
747,2009-03-03 07:09:41,loafers,0,NC
748,2009-03-30 10:43:37,boots,7,NA
749,2009-03-24 03:33:10,high-heels,6,WV
750,2009-03-22 17:23:33,boots,2,MI
751,2009-03-15 08:21:07,boots,1,WI
752,2009-03-28 21:00:07,boots,7,FL
753,2009-03-01 21:34:51,boots,4,NY
754,2009-03-22 05:54:02,loafers,3,KS
755,2009-03-07 01:51:11,flats,9,MT
756,2009-03-08 18:40:56,slippers,7,SD
757,2009-03-17 02:10:35,high-heels,1,IL
758,2009-03-09 08:30:10,loafers,4,GA
759,2009-03-24 02:25:33,loafers,8,CO
760,2009-03-14 01:43:22,boots,5,SD
761,2009-03-18 00:05:18,flats,9,RI
762,2009-03-21 08:55:00,boots,2,NA
763,2009-03-04 13:13:14,high-heels,2,OH
764,2009-03-02 13:15:46,boots,5,NY
765,2009-03-30 07:04:53,flats,6,IN
766,2009-03-18 12:02:11,oxfords,3,SC
767,2009-03-12 02:01:17,high-heels,1,NE
768,2009-03-28 04:16:29,sandals,7,MN
769,2009-03-08 05:13:22,oxfords,1,VA
770,2009-03-01 03:59:58,slippers,3,TN
771,2009-03-26 09:17:14,sandals,5,VT
772,2009-03-04 11:04:38,flats,7,NH
773,2009-03-14 20:42:45,boots,4,CT
774,2009-03-03 13:26:11,loafers,4,TX
775,2009-03-21 14:52:04,boots,5,NE
776,2009-03-28 22:18:03,loafers,6,PR
777,2009-03-25 00:43:11,flats,3,AL
778,2009-03-21 04:08:33,slippers,7,RI
779,2009-03-24 17:57:13,oxfords,0,PR
780,2009-03-03 08:18:20,flats,2,OH
781,2009-03-01 00:17:18,oxfords,6,PA
782,2009-03-11 17:04:00,boots,3,NM
783,2009-03-28 14:19:20,slippers,2,MS
784,2009-03-13 20:15:14,boots,4,UT
785,2009-03-10 19:54:42,loafers,4,WA
786,2009-03-31 20:24:56,slippers,0,GA
787,2009-03-24 09:26:59,high-heels,0,MD
788,2009-03-15 10:59:12,loafers,3,CT
789,2009-03-14 17:26:23,slippers,0,NH
790,2009-03-20 13:27:21,oxfords,5,FL
791,2009-03-09 15:04:57,oxfords,8,CO
792,2009-03-09 23:21:36,loafers,9,FL
793,2009-03-17 14:20:45,boots,5,HI
794,2009-03-16 07:55:23,boots,4,AR
795,2009-03-15 00:27:08,flats,9,AL
796,2009-03-16 17:45:51,oxfords,5,MP
797,2009-03-01 09:04:16,boots,1,WA
798,2009-03-06 03:21:50,high-heels,0,NC
799,2009-03-17 05:54:47,high-heels,7,IA
800,2009-03-14 02:51:28,boots,5,MS
801,2009-03-10 13:49:12,sandals,2,NY
802,2009-03-27 17:21:27,slippers,5,KY
803,2009-03-12 13:19:33,oxfords,9,MP
804,2009-03-19 19:04:34,high-heels,3,AZ
805,2009-03-17 16:39:37,slippers,9,VT
806,2009-03-14 07:25:51,boots,7,IL
807,2009-03-26 19:29:11,slippers,4,MP
808,2009-03-25 16:21:38,oxfords,9,MP
809,2009-03-02 06:48:24,boots,8,TX
810,2009-03-26 11:26:31,oxfords,4,GA
811,2009-03-22 04:27:02,flats,3,OR
812,2009-03-21 10:38:01,loafers,7,ID
813,2009-03-01 10:09:30,slippers,9,MT
814,2009-03-27 09:07:50,boots,3,UT
815,2009-03-17 20:53:31,sandals,2,CO
816,2009-03-18 18:28:27,boots,1,GA
817,2009-03-24 17:21:21,sandals,8,SC
818,2009-03-08 17:11:41,slippers,2,CA
819,2009-03-22 13:36:50,slippers,3,NY
820,2009-03-24 22:06:55,oxfords,9,TX
821,2009-03-25 02:13:56,loafers,7,NC
822,2009-03-20 07:12:48,oxfords,1,MD
823,2009-03-06 12:14:23,loafers,9,AK
824,2009-03-11 03:26:24,sandals,1,IN
825,2009-03-14 19:24:18,oxfords,2,VA
826,2009-03-13 07:15:38,oxfords,3,MT
827,2009-03-13 23:45:50,oxfords,6,IL
828,2009-03-25 01:13:39,high-heels,9,WI
829,2009-03-03 21:15:17,sandals,5,NV
830,2009-03-10 03:58:36,slippers,9,CO
831,2009-03-25 07:17:38,flats,6,CO
832,2009-03-30 14:15:39,boots,0,MN
833,2009-03-15 07:13:31,flats,4,OR
834,2009-03-24 03:52:02,high-heels,2,ND
835,2009-03-19 23:18:44,loafers,8,HI
836,2009-03-22 00:34:49,loafers,8,WI
837,2009-03-03 19:00:44,slippers,7,MN
838,2009-03-06 22:02:17,boots,0,CA
839,2009-03-17 14:06:11,loafers,6,SD
840,2009-03-04 18:34:57,sandals,0,NE
841,2009-03-07 02:21:01,high-heels,3,AL
842,2009-03-29 15:31:25,slippers,2,DE
843,2009-03-14 09:37:40,loafers,6,MD
844,2009-03-19 01:58:32,loafers,7,NC
845,2009-03-25 06:27:42,sandals,9,CT
846,2009-03-28 18:51:06,high-heels,2,AK
847,2009-03-21 23:04:34,high-heels,4,NE
848,2009-03-01 10:04:53,boots,0,WI
849,2009-03-12 17:55:24,oxfords,7,NY
850,2009-03-17 19:43:39,flats,0,GA
851,2009-03-05 11:06:15,flats,1,NA
852,2009-03-29 04:46:11,high-heels,3,NY
853,2009-03-15 05:40:43,loafers,4,LA
854,2009-03-21 14:41:59,slippers,5,AZ
855,2009-03-23 10:28:01,boots,5,WA
856,2009-03-03 19:17:32,boots,7,OK
857,2009-03-03 03:47:45,loafers,3,CT
858,2009-03-30 06:19:35,high-heels,8,CA
859,2009-03-12 05:01:39,sandals,1,NA
860,2009-03-17 20:06:37,oxfords,1,WA
861,2009-03-18 23:36:42,slippers,9,KY
862,2009-03-09 19:11:32,slippers,3,WA
863,2009-03-31 18:15:43,high-heels,5,MI
864,2009-03-05 16:13:47,sandals,5,VT
865,2009-03-20 12:47:28,slippers,0,TX
866,2009-03-16 21:57:32,high-heels,1,AL
867,2009-03-20 12:36:18,high-heels,3,TN
868,2009-03-15 20:58:24,slippers,3,OH
869,2009-03-10 00:03:31,oxfords,4,ND
870,2009-03-11 23:09:28,high-heels,8,WV
871,2009-03-14 18:46:44,slippers,1,WY
872,2009-03-05 08:50:34,slippers,1,ME
873,2009-03-07 04:19:22,high-heels,2,MN
874,2009-03-04 08:41:05,boots,0,MS
875,2009-03-06 21:49:24,high-heels,7,HI
876,2009-03-23 10:57:22,high-heels,7,MA
877,2009-03-08 11:52:32,slippers,1,MA
878,2009-03-28 08:02:45,oxfords,6,AR
879,2009-03-29 08:59:13,slippers,9,PR
880,2009-03-26 10:38:12,high-heels,8,AR
881,2009-03-22 19:20:32,loafers,6,OH
882,2009-03-06 05:59:49,slippers,7,NH
883,2009-03-19 02:21:14,oxfords,8,NY
884,2009-03-18 01:39:41,flats,3,AK
885,2009-03-30 18:33:25,loafers,5,OK
886,2009-03-28 08:44:31,sandals,9,MA
887,2009-03-26 04:29:34,loafers,6,TN
888,2009-03-28 19:47:39,oxfords,4,KY
889,2009-03-02 14:29:29,loafers,4,SC
890,2009-03-15 11:59:06,sandals,8,GA
891,2009-03-12 19:08:10,sandals,8,PR
892,2009-03-24 04:21:42,slippers,4,NH
893,2009-03-19 07:35:28,boots,5,NC
894,2009-03-15 23:15:07,flats,6,IA
895,2009-03-29 15:14:43,loafers,7,MS
896,2009-03-28 22:15:52,sandals,1,AL
897,2009-03-05 21:01:58,sandals,4,IL
898,2009-03-26 23:32:03,high-heels,9,OK
899,2009-03-31 09:46:14,sandals,2,MA
900,2009-03-20 04:22:30,sandals,5,HI
901,2009-03-10 03:31:10,sandals,3,MT
902,2009-03-15 11:37:22,loafers,6,KS
903,2009-03-13 22:09:30,high-heels,3,AS
904,2009-03-08 14:22:08,high-heels,5,IA
905,2009-03-09 14:16:48,high-heels,7,KY
906,2009-03-12 10:50:36,high-heels,9,DC
907,2009-03-12 14:08:29,boots,6,CA
908,2009-03-14 16:10:48,high-heels,0,WY
909,2009-03-01 13:19:34,flats,6,MS
910,2009-03-22 04:33:59,sandals,6,VT
911,2009-03-20 08:33:32,oxfords,3,OH
912,2009-03-24 01:47:00,slippers,9,WI
913,2009-03-11 07:23:02,oxfords,0,NC
914,2009-03-05 01:35:18,high-heels,2,DC
915,2009-03-31 03:48:32,flats,0,MD
916,2009-03-13 20:03:41,oxfords,9,UT
917,2009-03-17 10:40:22,slippers,8,MT
918,2009-03-17 04:40:45,oxfords,6,LA
919,2009-03-03 16:51:43,boots,0,ND
920,2009-03-22 00:44:31,flats,9,WY
921,2009-03-17 07:56:21,sandals,9,MN
922,2009-03-24 22:56:48,flats,9,CO
923,2009-03-23 00:53:18,slippers,2,WY
924,2009-03-06 00:17:18,boots,9,NY
925,2009-03-28 12:15:28,boots,9,IA
926,2009-03-02 21:25:00,loafers,5,HI
927,2009-03-02 14:47:10,boots,3,KS
928,2009-03-08 09:36:48,loafers,0,CT
929,2009-03-15 09:08:19,high-heels,9,MA
930,2009-03-13 16:53:39,high-heels,0,DE
931,2009-03-29 10:47:57,slippers,8,MN
932,2009-03-07 01:49:23,oxfords,6,CO
933,2009-03-18 15:08:53,flats,2,CO
934,2009-03-12 17:03:35,loafers,7,MO
935,2009-03-29 16:20:52,oxfords,6,KY
936,2009-03-16 13:29:24,sandals,8,OH
937,2009-03-17 04:53:09,boots,2,ID
938,2009-03-26 10:06:55,sandals,6,DC
939,2009-03-21 19:46:11,oxfords,3,NY
940,2009-03-14 10:00:58,boots,5,ME
941,2009-03-30 16:07:58,sandals,6,NE
942,2009-03-28 03:59:17,oxfords,3,VT
943,2009-03-08 03:12:54,high-heels,4,CT
944,2009-03-23 17:00:22,flats,1,WY
945,2009-03-29 12:58:58,boots,8,NC
946,2009-03-03 06:54:23,loafers,4,WY
947,2009-03-29 10:46:42,loafers,8,WY
948,2009-03-19 06:54:10,loafers,1,AR
949,2009-03-21 22:49:15,loafers,5,SD
950,2009-03-03 20:50:51,high-heels,0,NY
951,2009-03-10 23:04:35,high-heels,3,AZ
952,2009-03-16 03:16:19,sandals,1,DE
953,2009-03-08 15:50:16,loafers,9,MA
954,2009-03-30 04:01:02,loafers,4,WA
955,2009-03-24 00:19:49,loafers,1,PR
956,2009-03-25 17:30:06,boots,5,NM
957,2009-03-19 09:45:41,loafers,1,DE
958,2009-03-22 06:55:33,slippers,6,HI
959,2009-03-18 18:03:58,boots,4,PA
960,2009-03-18 04:03:03,loafers,5,CT
961,2009-03-02 02:16:30,high-heels,4,ND
962,2009-03-24 21:30:46,high-heels,5,VI
963,2009-03-31 01:41:48,high-heels,3,PA
964,2009-03-22 10:32:44,high-heels,5,IN
965,2009-03-18 10:11:35,loafers,1,AR
966,2009-03-14 00:03:27,loafers,2,MS
967,2009-03-28 03:37:18,high-heels,2,AS
968,2009-03-04 03:00:12,boots,6,AS
969,2009-03-27 12:59:25,boots,5,AK
970,2009-03-11 12:17:29,boots,8,LA
971,2009-03-13 15:21:01,high-heels,7,IL
972,2009-03-05 00:27:09,slippers,2,PR
973,2009-03-15 11:00:40,sandals,0,AZ
974,2009-03-15 16:22:02,flats,2,NC
975,2009-03-30 01:26:52,high-heels,3,AK
976,2009-03-16 02:15:03,sandals,6,OR
977,2009-03-27 00:54:59,slippers,8,UT
978,2009-03-20 14:43:35,sandals,9,KS
979,2009-03-28 03:02:38,flats,2,VA
980,2009-03-23 20:04:37,sandals,9,PA
981,2009-03-23 06:12:48,high-heels,5,AK
982,2009-03-25 21:00:30,sandals,9,VI
983,2009-03-25 11:32:34,sandals,3,DC
984,2009-03-12 12:08:44,sandals,3,MA
985,2009-03-11 13:30:51,slippers,1,RI
986,2009-03-05 02:21:45,slippers,3,OH
987,2009-03-29 20:23:15,sandals,1,IL
988,2009-03-27 18:57:36,high-heels,7,KS
989,2009-03-23 10:20:29,boots,3,NA
990,2009-03-06 18:53:03,sandals,4,NE
991,2009-03-11 08:52:38,flats,3,PR
992,2009-03-06 03:45:41,sandals,4,CO
993,2009-03-26 14:09:50,flats,6,CT
994,2009-03-31 12:27:37,sandals,2,WA
995,2009-03-20 12:56:34,flats,1,AS
996,2009-03-25 17:22:47,oxfords,3,MD
997,2009-03-28 07:08:40,high-heels,2,AZ
998,2009-03-30 03:56:29,sandals,1,IN
999,2009-03-16 09:39:14,loafers,2,ID
