id,timestamp,referral-site,referral-type
624,2009-03-09 18:50:46,youtube,paid
625,2009-03-24 14:33:42,discovery,organic
626,2009-03-19 21:25:01,twitter,organic
627,2009-03-21 12:18:55,twitter,paid
628,2009-03-08 16:06:17,youtube,organic
629,2009-03-18 21:05:38,messenger,paid
630,2009-03-13 11:18:57,youtube,paid
631,2009-03-22 03:11:39,facebook,organic
632,2009-03-11 05:39:58,youtube,paid
633,2009-03-27 00:55:52,google,paid
634,2009-03-20 02:05:06,discovery,paid
635,2009-03-04 20:42:13,ebates,organic
636,2009-03-12 14:56:50,slickdeals,paid
637,2009-03-15 05:38:00,discovery,organic
638,2009-03-20 18:10:30,pinterest,paid
639,2009-03-26 17:44:24,google,organic
640,2009-03-16 20:33:50,google,organic
641,2009-03-17 06:35:11,amazon,paid
642,2009-03-15 11:39:02,pinterest,organic
643,2009-03-31 00:21:43,messenger,organic
644,2009-03-24 23:08:41,messenger,paid
645,2009-03-12 20:52:25,google,paid
646,2009-03-19 21:09:27,youtube,organic
647,2009-03-30 07:26:16,discovery,organic
648,2009-03-16 23:14:36,youtube,organic
649,2009-03-03 14:28:12,facebook,organic
650,2009-03-09 02:41:56,ebates,organic
651,2009-03-14 11:32:44,facebook,organic
652,2009-03-16 16:52:23,slickdeals,organic
653,2009-03-07 17:54:54,youtube,paid
654,2009-03-11 12:57:00,youtube,paid
655,2009-03-09 09:01:55,fitness magazine,paid
656,2009-03-26 06:48:54,ebates,paid
657,2009-03-03 10:49:27,pinterest,organic
658,2009-03-27 14:15:11,amazon,paid
659,2009-03-03 12:03:47,pinterest,paid
660,2009-03-06 00:07:08,twitter,paid
661,2009-03-31 22:30:15,messenger,paid
662,2009-03-29 20:08:38,facebook,paid
663,2009-03-19 04:11:12,ebates,organic
664,2009-03-11 04:11:46,ebates,organic
665,2009-03-27 05:56:32,messenger,paid
666,2009-03-19 12:26:35,ebates,organic
667,2009-03-25 08:02:42,slickdeals,organic
668,2009-03-10 12:35:35,discovery,organic
669,2009-03-02 15:16:40,ebates,organic
670,2009-03-18 09:37:27,fitness magazine,paid
671,2009-03-24 12:53:59,youtube,paid
672,2009-03-03 13:00:14,fitness magazine,paid
673,2009-03-31 07:16:38,instagram,paid
674,2009-03-18 17:14:40,pinterest,organic
675,2009-03-30 05:10:42,slickdeals,organic
676,2009-03-09 00:12:22,messenger,paid
677,2009-03-16 22:24:08,fitness magazine,organic
678,2009-03-02 03:26:07,amazon,organic
679,2009-03-11 16:22:07,twitter,paid
680,2009-03-20 17:05:44,pinterest,organic
681,2009-03-22 19:42:56,ebates,paid
682,2009-03-29 09:42:55,messenger,organic
683,2009-03-06 00:51:03,instagram,organic
684,2009-03-04 01:00:37,instagram,organic
685,2009-03-23 12:06:14,facebook,organic
686,2009-03-11 00:26:49,youtube,paid
687,2009-03-02 02:47:57,discovery,organic
688,2009-03-06 08:05:14,pinterest,organic
689,2009-03-18 02:52:16,slickdeals,paid
690,2009-03-24 15:18:05,discovery,paid
691,2009-03-11 16:21:27,pinterest,organic
692,2009-03-31 10:45:16,youtube,paid
693,2009-03-04 20:44:42,slickdeals,organic
694,2009-03-14 14:42:52,pinterest,paid
695,2009-03-13 05:43:54,messenger,paid
696,2009-03-16 14:22:40,twitter,organic
697,2009-03-15 14:21:38,twitter,paid
698,2009-03-31 07:50:42,youtube,organic
699,2009-03-01 17:00:42,twitter,organic
700,2009-03-07 03:58:14,youtube,organic
701,2009-03-19 16:41:40,pinterest,paid
702,2009-03-02 11:00:08,youtube,paid
703,2009-03-11 09:53:43,twitter,organic
704,2009-03-06 19:44:37,fitness magazine,organic
705,2009-03-13 14:59:48,slickdeals,organic
706,2009-03-18 08:16:06,amazon,organic
707,2009-03-28 18:42:29,facebook,paid
708,2009-03-21 22:56:20,instagram,organic
709,2009-03-16 06:59:55,twitter,organic
710,2009-03-17 23:06:29,amazon,paid
711,2009-03-21 02:04:42,amazon,paid
712,2009-03-01 10:22:13,facebook,organic
713,2009-03-06 21:48:51,twitter,organic
714,2009-03-10 08:11:23,facebook,organic
715,2009-03-13 04:17:10,facebook,organic
716,2009-03-14 18:01:55,pinterest,paid
717,2009-03-30 11:44:47,pinterest,paid
718,2009-03-29 16:27:14,discovery,paid
719,2009-03-16 10:49:12,discovery,paid
720,2009-03-05 01:59:23,messenger,organic
721,2009-03-27 00:36:25,facebook,paid
722,2009-03-16 16:06:35,pinterest,organic
723,2009-03-29 16:40:00,instagram,organic
724,2009-03-14 08:28:05,twitter,organic
725,2009-03-18 06:34:18,discovery,organic
726,2009-03-03 13:07:49,youtube,paid
727,2009-03-23 11:17:57,facebook,paid
728,2009-03-23 06:04:31,amazon,paid
729,2009-03-30 07:15:34,twitter,organic
730,2009-03-26 17:21:43,google,paid
731,2009-03-13 18:36:38,instagram,organic
732,2009-03-13 23:22:51,facebook,organic
733,2009-03-18 03:26:20,slickdeals,organic
734,2009-03-18 13:16:49,pinterest,paid
735,2009-03-10 12:24:55,facebook,paid
736,2009-03-26 00:48:52,fitness magazine,paid
737,2009-03-04 02:33:55,messenger,organic
738,2009-03-26 07:56:10,pinterest,organic
739,2009-03-12 01:08:59,youtube,paid
740,2009-03-27 13:03:55,ebates,organic
741,2009-03-29 10:21:33,slickdeals,organic
742,2009-03-12 13:30:48,discovery,paid
743,2009-03-10 02:32:59,fitness magazine,organic
744,2009-03-05 09:19:12,facebook,organic
745,2009-03-14 06:04:40,discovery,paid
746,2009-03-02 02:08:16,youtube,organic
747,2009-03-09 18:18:49,instagram,paid
748,2009-03-17 17:35:23,google,organic
749,2009-03-30 05:34:19,google,organic
750,2009-03-13 16:59:34,google,paid
751,2009-03-25 14:36:28,google,paid
752,2009-03-23 15:18:05,discovery,organic
753,2009-03-08 04:34:30,twitter,paid
754,2009-03-01 22:12:45,ebates,organic
755,2009-03-09 09:23:21,instagram,paid
756,2009-03-11 19:44:26,discovery,paid
757,2009-03-03 12:09:34,youtube,paid
758,2009-03-20 09:05:46,ebates,organic
759,2009-03-06 22:31:19,pinterest,organic
760,2009-03-20 17:07:27,pinterest,paid
761,2009-03-05 18:53:24,instagram,paid
762,2009-03-14 22:44:16,ebates,paid
763,2009-03-22 11:06:55,messenger,organic
764,2009-03-21 20:46:37,facebook,paid
765,2009-03-04 05:27:56,ebates,organic
766,2009-03-24 13:23:45,twitter,paid
767,2009-03-05 08:06:55,facebook,organic
768,2009-03-10 06:59:24,ebates,paid
769,2009-03-27 05:21:01,google,paid
770,2009-03-22 09:45:54,fitness magazine,paid
771,2009-03-16 01:40:36,instagram,paid
772,2009-03-27 16:18:39,messenger,paid
773,2009-03-05 12:38:03,discovery,organic
774,2009-03-26 09:31:11,facebook,organic
775,2009-03-07 17:14:36,instagram,organic
776,2009-03-19 18:41:57,discovery,organic
777,2009-03-04 21:40:57,fitness magazine,organic
778,2009-03-13 10:14:35,fitness magazine,paid
779,2009-03-22 13:16:58,youtube,organic
780,2009-03-12 16:20:07,discovery,organic
781,2009-03-07 11:24:08,pinterest,organic
782,2009-03-16 04:43:52,discovery,paid
783,2009-03-22 20:18:47,discovery,organic
784,2009-03-25 04:11:20,slickdeals,organic
785,2009-03-15 05:13:13,discovery,organic
786,2009-03-24 16:17:48,twitter,organic
787,2009-03-28 08:11:03,discovery,organic
788,2009-03-03 12:37:00,messenger,organic
789,2009-03-16 17:03:16,facebook,organic
790,2009-03-18 19:02:33,fitness magazine,paid
791,2009-03-26 19:34:26,google,paid
792,2009-03-08 03:13:02,twitter,organic
793,2009-03-28 13:36:33,pinterest,paid
794,2009-03-09 11:52:15,slickdeals,organic
795,2009-03-04 02:32:47,slickdeals,organic
796,2009-03-09 06:38:28,google,organic
797,2009-03-12 06:39:50,amazon,paid
798,2009-03-09 05:29:49,fitness magazine,paid
799,2009-03-14 14:12:26,discovery,organic
800,2009-03-13 00:36:05,twitter,organic
801,2009-03-14 23:10:24,twitter,paid
802,2009-03-02 09:16:33,instagram,paid
803,2009-03-16 14:17:39,ebates,organic
804,2009-03-07 18:43:49,ebates,paid
805,2009-03-10 22:34:45,fitness magazine,organic
806,2009-03-09 07:43:09,slickdeals,paid
807,2009-03-01 02:23:15,twitter,paid
808,2009-03-12 19:25:32,messenger,paid
809,2009-03-25 20:27:38,instagram,paid
810,2009-03-15 08:36:50,google,organic
811,2009-03-20 09:08:28,youtube,organic
812,2009-03-22 19:55:48,google,organic
813,2009-03-14 05:32:53,amazon,organic
814,2009-03-12 23:10:13,messenger,paid
815,2009-03-10 15:04:19,google,paid
816,2009-03-21 01:59:50,slickdeals,paid
817,2009-03-18 18:40:35,fitness magazine,paid
818,2009-03-27 16:20:31,discovery,organic
819,2009-03-01 23:17:08,amazon,paid
820,2009-03-27 17:08:00,fitness magazine,paid
821,2009-03-13 17:32:18,amazon,organic
822,2009-03-20 10:21:54,slickdeals,organic
823,2009-03-27 02:16:52,slickdeals,organic
824,2009-03-10 19:11:21,pinterest,paid
825,2009-03-17 11:42:44,discovery,paid
826,2009-03-12 13:19:14,fitness magazine,paid
827,2009-03-30 16:46:50,fitness magazine,paid
828,2009-03-22 14:24:21,fitness magazine,organic
829,2009-03-09 06:07:50,ebates,paid
830,2009-03-19 14:37:53,discovery,organic
831,2009-03-17 15:23:59,twitter,paid
832,2009-03-04 07:33:09,messenger,organic
833,2009-03-21 03:03:55,instagram,organic
834,2009-03-05 01:31:53,pinterest,paid
835,2009-03-24 17:19:49,pinterest,organic
836,2009-03-14 03:33:53,facebook,organic
837,2009-03-12 23:20:49,facebook,paid
838,2009-03-13 22:49:07,twitter,paid
839,2009-03-18 23:37:08,facebook,organic
840,2009-03-18 12:52:37,slickdeals,paid
841,2009-03-04 06:26:27,google,organic
842,2009-03-18 11:48:14,twitter,organic
843,2009-03-31 05:37:43,twitter,paid
844,2009-03-31 05:24:51,slickdeals,paid
845,2009-03-19 01:49:14,slickdeals,organic
846,2009-03-04 22:39:44,google,paid
847,2009-03-18 22:34:49,twitter,organic
848,2009-03-04 15:16:16,youtube,organic
849,2009-03-27 00:53:43,amazon,paid
850,2009-03-26 21:42:23,google,paid
851,2009-03-22 06:22:57,fitness magazine,paid
852,2009-03-07 05:03:22,instagram,paid
853,2009-03-25 00:52:34,youtube,organic
854,2009-03-11 09:41:13,facebook,organic
855,2009-03-28 20:17:16,discovery,paid
856,2009-03-24 13:00:56,pinterest,paid
857,2009-03-06 09:02:04,facebook,organic
858,2009-03-24 16:43:51,ebates,paid
859,2009-03-21 02:22:58,messenger,paid
860,2009-03-10 06:25:21,ebates,organic
861,2009-03-19 01:14:49,amazon,organic
862,2009-03-23 12:34:08,facebook,organic
863,2009-03-31 13:07:38,fitness magazine,organic
864,2009-03-23 19:41:10,instagram,paid
865,2009-03-29 17:17:05,slickdeals,paid
866,2009-03-08 05:07:27,google,paid
867,2009-03-23 10:15:31,ebates,paid
868,2009-03-14 19:27:45,ebates,paid
869,2009-03-24 17:27:51,youtube,paid
870,2009-03-14 05:33:32,slickdeals,paid
871,2009-03-18 07:30:17,pinterest,paid
872,2009-03-15 17:40:39,youtube,paid
873,2009-03-26 09:57:09,fitness magazine,organic
874,2009-03-04 20:59:02,ebates,organic
875,2009-03-10 05:41:37,facebook,organic
876,2009-03-05 07:47:45,slickdeals,paid
877,2009-03-22 01:35:37,facebook,paid
878,2009-03-28 13:29:44,amazon,paid
879,2009-03-15 00:03:35,messenger,organic
880,2009-03-07 22:05:42,amazon,paid
881,2009-03-02 17:14:23,amazon,organic
882,2009-03-07 12:28:43,slickdeals,paid
883,2009-03-03 00:22:08,google,paid
884,2009-03-13 10:50:03,google,paid
885,2009-03-14 05:51:46,fitness magazine,paid
886,2009-03-10 10:36:13,twitter,organic
887,2009-03-03 23:56:07,youtube,organic
888,2009-03-18 23:45:16,slickdeals,paid
889,2009-03-25 01:48:22,youtube,organic
890,2009-03-12 01:38:07,slickdeals,paid
891,2009-03-25 19:01:59,ebates,paid
892,2009-03-04 18:56:14,slickdeals,paid
893,2009-03-15 13:53:15,amazon,paid
894,2009-03-27 21:30:49,amazon,organic
895,2009-03-11 09:43:06,facebook,paid
896,2009-03-12 00:49:06,youtube,organic
897,2009-03-02 10:03:24,twitter,paid
898,2009-03-13 20:31:13,ebates,organic
899,2009-03-27 13:17:03,discovery,paid
900,2009-03-24 11:23:30,facebook,organic
901,2009-03-12 07:50:35,slickdeals,paid
902,2009-03-30 00:25:36,google,organic
903,2009-03-25 10:19:00,youtube,paid
904,2009-03-26 18:33:49,amazon,organic
905,2009-03-06 06:33:17,pinterest,organic
906,2009-03-29 23:59:05,facebook,organic
907,2009-03-30 19:26:45,twitter,paid
908,2009-03-26 23:12:13,slickdeals,paid
909,2009-03-30 02:10:07,youtube,paid
910,2009-03-10 20:24:13,instagram,organic
911,2009-03-25 11:20:38,amazon,organic
912,2009-03-16 16:37:48,google,paid
913,2009-03-21 21:31:34,discovery,paid
914,2009-03-20 09:18:20,twitter,organic
915,2009-03-31 12:49:51,fitness magazine,organic
916,2009-03-16 16:33:13,fitness magazine,organic
917,2009-03-03 19:37:51,twitter,paid
918,2009-03-15 04:49:39,youtube,paid
919,2009-03-01 14:48:46,facebook,paid
920,2009-03-30 03:00:50,twitter,paid
921,2009-03-11 11:22:05,facebook,paid
922,2009-03-19 19:49:54,amazon,organic
923,2009-03-04 21:41:48,twitter,organic
924,2009-03-12 14:49:50,facebook,paid
925,2009-03-05 18:31:53,youtube,organic
926,2009-03-02 16:21:35,slickdeals,paid
927,2009-03-15 13:46:00,slickdeals,organic
928,2009-03-05 23:02:09,youtube,paid
929,2009-03-07 09:13:16,fitness magazine,paid
930,2009-03-24 17:13:02,messenger,paid
931,2009-03-19 04:59:54,amazon,paid
932,2009-03-17 14:39:33,google,organic
933,2009-03-31 13:29:07,google,paid
934,2009-03-22 02:55:19,youtube,organic
935,2009-03-13 03:37:48,discovery,organic
936,2009-03-03 02:25:03,messenger,paid
937,2009-03-05 23:37:04,twitter,organic
938,2009-03-29 05:52:42,fitness magazine,paid
939,2009-03-12 11:06:51,slickdeals,paid
940,2009-03-28 21:09:06,slickdeals,paid
941,2009-03-24 00:55:05,ebates,paid
942,2009-03-25 19:57:57,slickdeals,organic
943,2009-03-28 19:22:17,instagram,paid
944,2009-03-18 13:08:55,twitter,organic
945,2009-03-23 16:39:11,ebates,paid
946,2009-03-31 02:16:13,pinterest,paid
947,2009-03-31 16:50:30,twitter,paid
948,2009-03-29 06:45:05,pinterest,organic
949,2009-03-16 10:14:04,amazon,organic
950,2009-03-13 14:48:42,amazon,organic
951,2009-03-22 08:37:00,discovery,organic
952,2009-03-29 16:17:59,youtube,organic
953,2009-03-17 21:53:56,instagram,paid
954,2009-03-22 06:50:29,twitter,organic
955,2009-03-22 09:23:29,pinterest,paid
956,2009-03-14 03:33:26,fitness magazine,organic
957,2009-03-02 11:06:37,slickdeals,paid
958,2009-03-22 02:18:40,ebates,organic
959,2009-03-09 04:09:22,facebook,organic
960,2009-03-29 14:49:04,slickdeals,paid
961,2009-03-15 14:58:58,instagram,paid
962,2009-03-17 13:52:05,twitter,paid
963,2009-03-28 09:07:04,youtube,paid
964,2009-03-10 05:08:20,messenger,organic
965,2009-03-25 08:31:12,google,organic
966,2009-03-01 13:46:44,amazon,paid
967,2009-03-01 20:46:42,discovery,organic
968,2009-03-10 07:51:40,facebook,paid
969,2009-03-10 17:19:19,amazon,paid
970,2009-03-10 11:23:14,youtube,organic
971,2009-03-13 17:37:47,instagram,organic
972,2009-03-15 17:45:34,slickdeals,paid
973,2009-03-04 06:09:58,messenger,organic
974,2009-03-13 02:33:00,messenger,paid
975,2009-03-24 08:58:33,pinterest,organic
976,2009-03-02 00:04:39,google,paid
977,2009-03-22 00:13:22,google,paid
978,2009-03-24 15:26:11,facebook,paid
979,2009-03-29 23:57:31,pinterest,paid
980,2009-03-06 21:45:51,facebook,organic
981,2009-03-09 03:59:35,youtube,organic
982,2009-03-28 09:47:12,ebates,paid
983,2009-03-31 17:01:56,ebates,paid
984,2009-03-05 04:38:09,google,paid
985,2009-03-30 12:12:47,google,paid
986,2009-03-24 16:04:18,fitness magazine,organic
987,2009-03-25 13:16:49,discovery,paid
988,2009-03-23 07:24:47,fitness magazine,organic
989,2009-03-27 14:24:35,pinterest,paid
990,2009-03-30 17:42:31,fitness magazine,organic
991,2009-03-09 00:42:08,amazon,paid
992,2009-03-17 17:21:21,amazon,paid
993,2009-03-24 04:38:18,ebates,paid
994,2009-03-30 02:38:05,fitness magazine,organic
995,2009-03-30 13:26:45,discovery,paid
996,2009-03-20 20:35:27,messenger,organic
997,2009-03-02 03:27:17,youtube,organic
998,2009-03-31 18:26:17,slickdeals,organic
999,2009-03-06 04:12:11,slickdeals,organic
