transaction-id,timestamp,Brand,Model,Color
512,2009-03-20 20:47:48,Honda,CR-V,white
513,2009-03-16 17:37:24,Honda,CR-V,silver
514,2009-03-11 15:36:53,Honda,Fit,white
515,2009-03-07 06:22:45,Ford,Escape,red
516,2009-03-10 17:10:21,Nissan,Maxima,black
517,2009-03-17 08:17:03,Toyota,Yaris,white
518,2009-03-12 03:22:18,Nissan,Sentra,blue
519,2009-03-09 10:16:41,Toyota,RAV4,white
520,2009-03-20 16:02:48,Toyota,RAV4,dark-blue
521,2009-03-07 15:52:44,Nissan,Versa,silver
522,2009-03-01 13:56:27,Honda,Odyssey,red
523,2009-03-16 07:41:01,Chevy,Sonic,white
524,2009-03-22 17:50:50,Toyota,Corolla,white
525,2009-03-29 23:10:31,Chevy,Impala,black
526,2009-03-09 23:29:44,Chevy,Cruze,red
527,2009-03-08 12:30:06,Toyota,RAV4,black
528,2009-03-13 12:27:23,Chevy,Sonic,red
529,2009-03-15 23:03:29,Ford,Focus,white
530,2009-03-27 16:42:49,Chevy,Impala,silver
531,2009-03-03 21:33:47,Nissan,Sentra,black
532,2009-03-27 08:47:09,Honda,CR-V,white
533,2009-03-16 11:48:07,Ford,Mustang,white
534,2009-03-20 18:12:47,Ford,Escape,blue
535,2009-03-17 23:26:15,Ford,Fiesta,silver
536,2009-03-06 10:24:02,Toyota,Prius,black
537,2009-03-21 12:12:41,Ford,Focus,black
538,2009-03-10 15:07:10,Chevy,Cruze,dark-blue
539,2009-03-17 07:49:13,Chevy,Camaro,white
540,2009-03-21 05:57:55,Toyota,Prius,dark-blue
541,2009-03-30 22:28:46,Nissan,Sentra,red
542,2009-03-14 12:22:38,Toyota,Camry,red
543,2009-03-15 03:37:16,Chevy,Malibu,black
544,2009-03-28 06:23:23,Toyota,Yaris,red
545,2009-03-15 19:17:20,Chevy,Impala,silver
546,2009-03-30 11:42:34,Chevy,Sonic,dark-blue
547,2009-03-02 09:04:51,Ford,Explorer,red
548,2009-03-03 05:54:49,Ford,Fiesta,blue
549,2009-03-11 12:28:11,Honda,Odyssey,blue
550,2009-03-18 14:39:45,Toyota,Corolla,silver
551,2009-03-14 14:18:05,Honda,Fit,black
552,2009-03-03 00:38:43,Nissan,Versa,white
553,2009-03-31 05:51:04,Nissan,Maxima,black
554,2009-03-16 00:33:06,Honda,CR-V,red
555,2009-03-21 17:17:04,Ford,Mustang,silver
556,2009-03-10 03:53:31,Chevy,Cruze,dark-blue
557,2009-03-09 01:21:49,Honda,CR-V,black
558,2009-03-18 21:33:50,Ford,Fiesta,dark-blue
559,2009-03-05 18:25:56,Chevy,Cruze,dark-blue
560,2009-03-12 09:00:00,Honda,Civic,red
561,2009-03-23 20:29:43,Honda,Fit,black
562,2009-03-11 14:54:24,Ford,Focus,blue
563,2009-03-22 19:09:29,Chevy,Camaro,red
564,2009-03-07 03:07:42,Honda,Accord,blue
565,2009-03-11 02:17:03,Ford,Fiesta,red
566,2009-03-16 14:35:36,Chevy,Impala,white
567,2009-03-10 05:38:16,Nissan,Sentra,white
568,2009-03-19 09:13:58,Chevy,Malibu,silver
569,2009-03-18 21:12:58,Toyota,Camry,silver
570,2009-03-27 04:06:05,Honda,Civic,red
571,2009-03-18 04:38:07,Nissan,Altima,dark-blue
572,2009-03-30 21:22:49,Toyota,4Runner,silver
573,2009-03-04 16:05:58,Honda,Odyssey,dark-blue
574,2009-03-04 18:05:54,Toyota,RAV4,dark-blue
575,2009-03-05 06:48:22,Honda,Accord,black
576,2009-03-22 03:59:00,Nissan,Pathfinder,white
577,2009-03-06 12:41:32,Toyota,Prius,red
578,2009-03-16 19:42:45,Ford,Escape,white
579,2009-03-19 13:41:03,Toyota,Corolla,dark-blue
580,2009-03-15 22:09:27,Ford,Fiesta,blue
581,2009-03-18 11:00:58,Chevy,Malibu,white
582,2009-03-16 16:28:41,Nissan,Sentra,black
583,2009-03-12 10:57:45,Ford,Fiesta,blue
584,2009-03-10 12:28:34,Chevy,Cruze,dark-blue
585,2009-03-18 05:43:48,Chevy,Malibu,white
586,2009-03-27 16:25:21,Ford,Explorer,red
587,2009-03-30 14:26:00,Nissan,Altima,blue
588,2009-03-08 18:28:15,Ford,Focus,black
589,2009-03-07 05:08:56,Chevy,Cruze,silver
590,2009-03-18 02:25:54,Honda,Accord,red
591,2009-03-30 07:59:52,Nissan,Altima,red
592,2009-03-11 11:53:17,Toyota,RAV4,dark-blue
593,2009-03-21 00:18:09,Toyota,4Runner,silver
594,2009-03-17 20:37:13,Honda,Fit,white
595,2009-03-04 15:27:17,Chevy,Camaro,red
596,2009-03-24 10:18:51,Toyota,Corolla,silver
597,2009-03-28 04:24:27,Chevy,Sonic,silver
598,2009-03-30 08:39:10,Toyota,Corolla,red
599,2009-03-20 10:35:49,Nissan,Altima,white
600,2009-03-26 03:30:45,Chevy,Impala,silver
601,2009-03-11 01:49:44,Honda,Civic,red
602,2009-03-30 12:29:47,Ford,Fiesta,red
603,2009-03-08 11:32:51,Honda,Civic,dark-blue
604,2009-03-26 16:41:53,Nissan,Juke,dark-blue
605,2009-03-16 11:56:42,Ford,Explorer,white
606,2009-03-06 15:49:52,Nissan,Versa,black
607,2009-03-22 06:55:35,Toyota,RAV4,blue
608,2009-03-23 19:50:02,Ford,Fiesta,red
609,2009-03-02 10:40:16,Nissan,Pathfinder,white
610,2009-03-30 01:44:45,Chevy,Sonic,red
611,2009-03-09 12:49:47,Honda,Accord,dark-blue
612,2009-03-22 09:23:26,Ford,Focus,silver
613,2009-03-14 20:43:00,Chevy,Cruze,red
614,2009-03-19 19:26:40,Toyota,Prius,red
615,2009-03-29 19:39:16,Chevy,Sonic,silver
616,2009-03-25 07:34:45,Ford,Fiesta,black
617,2009-03-17 13:30:55,Ford,Fiesta,red
618,2009-03-01 10:42:56,Toyota,RAV4,red
619,2009-03-13 12:41:43,Toyota,Prius,white
620,2009-03-17 04:21:21,Chevy,Sonic,black
621,2009-03-16 23:27:28,Chevy,Camaro,dark-blue
622,2009-03-25 15:20:56,Honda,Odyssey,dark-blue
623,2009-03-08 11:10:30,Ford,Focus,red
624,2009-03-31 10:29:40,Ford,Escape,blue
625,2009-03-29 00:49:11,Honda,Odyssey,red
626,2009-03-30 09:39:45,Honda,CR-V,black
627,2009-03-08 01:09:29,Ford,Mustang,white
628,2009-03-22 15:42:26,Toyota,RAV4,red
629,2009-03-25 15:14:40,Nissan,Altima,silver
630,2009-03-18 01:00:03,Chevy,Impala,dark-blue
631,2009-03-23 15:27:52,Ford,Fiesta,red
632,2009-03-30 18:58:19,Toyota,Corolla,white
633,2009-03-27 03:32:00,Chevy,Sonic,white
634,2009-03-28 07:27:26,Nissan,Pathfinder,silver
635,2009-03-03 10:41:05,Nissan,Altima,blue
636,2009-03-25 03:48:20,Honda,Fit,red
637,2009-03-06 00:29:47,Chevy,Sonic,black
638,2009-03-08 15:04:18,Nissan,Maxima,blue
639,2009-03-05 07:02:05,Nissan,Juke,blue
640,2009-03-16 02:58:06,Ford,Focus,dark-blue
641,2009-03-31 05:36:21,Honda,Fit,black
642,2009-03-16 08:07:24,Toyota,4Runner,white
643,2009-03-18 14:35:37,Ford,Focus,dark-blue
644,2009-03-20 20:57:56,Nissan,Sentra,red
645,2009-03-01 13:08:37,Honda,Civic,red
646,2009-03-18 01:09:37,Nissan,Versa,blue
647,2009-03-29 18:55:52,Honda,Accord,white
648,2009-03-31 08:12:12,Toyota,Yaris,red
649,2009-03-19 09:48:03,Toyota,Yaris,blue
650,2009-03-30 11:28:36,Chevy,Camaro,red
651,2009-03-13 11:55:38,Honda,Odyssey,red
652,2009-03-14 00:19:07,Honda,Odyssey,red
653,2009-03-17 18:47:56,Honda,Fit,silver
654,2009-03-24 18:06:41,Nissan,Altima,red
655,2009-03-01 19:24:17,Ford,Explorer,dark-blue
656,2009-03-18 19:51:14,Chevy,Sonic,dark-blue
657,2009-03-19 15:34:38,Nissan,Sentra,red
658,2009-03-31 00:22:18,Toyota,Camry,black
659,2009-03-13 19:15:21,Nissan,Versa,red
660,2009-03-17 09:24:30,Honda,CR-V,blue
661,2009-03-19 03:33:46,Honda,Fit,red
662,2009-03-26 02:34:59,Honda,Odyssey,red
663,2009-03-31 01:22:02,Nissan,Maxima,black
664,2009-03-09 14:29:27,Honda,Odyssey,red
665,2009-03-23 07:31:11,Honda,Odyssey,dark-blue
666,2009-03-05 13:04:12,Chevy,Impala,white
667,2009-03-23 15:35:33,Nissan,Versa,blue
668,2009-03-25 13:10:08,Toyota,Yaris,black
669,2009-03-21 05:53:41,Honda,Fit,red
670,2009-03-18 11:35:08,Toyota,4Runner,white
671,2009-03-04 23:01:47,Ford,Escape,blue
672,2009-03-29 21:18:18,Ford,Fiesta,red
673,2009-03-06 11:32:34,Nissan,Sentra,black
674,2009-03-07 12:02:24,Nissan,Versa,white
675,2009-03-31 09:25:47,Nissan,Sentra,blue
676,2009-03-09 01:51:39,Nissan,Juke,blue
677,2009-03-26 22:27:51,Honda,CR-V,silver
678,2009-03-11 03:37:52,Chevy,Sonic,black
679,2009-03-29 06:08:09,Nissan,Sentra,dark-blue
680,2009-03-06 15:52:37,Ford,Fiesta,red
681,2009-03-17 02:49:51,Chevy,Malibu,blue
682,2009-03-09 09:27:53,Honda,Civic,silver
683,2009-03-31 14:26:04,Honda,CR-V,white
684,2009-03-30 01:41:04,Chevy,Camaro,black
685,2009-03-07 19:22:02,Nissan,Maxima,white
686,2009-03-08 08:23:27,Honda,CR-V,red
687,2009-03-20 01:30:32,Nissan,Juke,blue
688,2009-03-28 07:52:23,Ford,Mustang,black
689,2009-03-31 05:21:20,Toyota,RAV4,silver
690,2009-03-31 17:11:01,Honda,Accord,dark-blue
691,2009-03-01 09:15:02,Ford,Explorer,black
692,2009-03-02 06:05:10,Ford,Escape,dark-blue
693,2009-03-07 00:17:39,Nissan,Pathfinder,white
694,2009-03-12 00:48:00,Honda,Civic,white
695,2009-03-29 08:02:54,Ford,Explorer,silver
696,2009-03-15 07:50:27,Honda,Odyssey,red
697,2009-03-08 16:25:23,Ford,Mustang,silver
698,2009-03-05 09:50:16,Ford,Escape,blue
699,2009-03-08 03:58:40,Ford,Fiesta,dark-blue
700,2009-03-11 05:46:06,Honda,Odyssey,blue
701,2009-03-27 03:27:27,Ford,Escape,red
702,2009-03-08 13:05:07,Chevy,Cruze,white
703,2009-03-28 07:38:37,Toyota,Yaris,red
704,2009-03-28 19:27:37,Nissan,Sentra,red
705,2009-03-24 06:41:09,Ford,Explorer,white
706,2009-03-11 12:50:31,Chevy,Cruze,black
707,2009-03-03 04:50:19,Nissan,Maxima,white
708,2009-03-26 21:36:03,Ford,Focus,black
709,2009-03-24 02:18:15,Chevy,Cruze,silver
710,2009-03-07 21:55:35,Honda,Odyssey,blue
711,2009-03-10 07:17:06,Toyota,4Runner,red
712,2009-03-13 16:57:27,Ford,Escape,black
713,2009-03-02 11:48:18,Honda,Odyssey,red
714,2009-03-06 18:59:54,Ford,Fiesta,dark-blue
715,2009-03-12 19:14:17,Toyota,Prius,dark-blue
716,2009-03-28 06:16:35,Honda,CR-V,silver
717,2009-03-11 21:45:33,Nissan,Sentra,silver
718,2009-03-31 12:23:00,Nissan,Sentra,red
719,2009-03-22 03:16:31,Nissan,Juke,red
720,2009-03-16 23:05:57,Nissan,Juke,blue
721,2009-03-13 09:02:09,Chevy,Camaro,black
722,2009-03-25 07:11:17,Ford,Mustang,silver
723,2009-03-17 13:27:03,Chevy,Camaro,red
724,2009-03-09 19:52:07,Honda,Fit,dark-blue
725,2009-03-16 16:28:55,Nissan,Juke,red
726,2009-03-29 16:51:44,Chevy,Impala,black
727,2009-03-15 16:38:59,Chevy,Malibu,red
728,2009-03-05 20:14:53,Chevy,Camaro,silver
729,2009-03-28 16:16:17,Toyota,Camry,dark-blue
730,2009-03-04 08:25:25,Nissan,Juke,white
731,2009-03-22 18:28:45,Toyota,Camry,white
732,2009-03-26 09:18:49,Chevy,Impala,white
733,2009-03-31 15:59:33,Toyota,Camry,dark-blue
734,2009-03-10 00:07:58,Honda,Fit,white
735,2009-03-20 16:28:36,Chevy,Camaro,red
736,2009-03-26 20:20:25,Ford,Escape,white
737,2009-03-28 04:20:57,Honda,CR-V,red
738,2009-03-25 22:19:22,Chevy,Malibu,red
739,2009-03-04 01:40:53,Toyota,4Runner,black
740,2009-03-03 16:58:07,Honda,Fit,dark-blue
741,2009-03-11 19:15:47,Chevy,Sonic,dark-blue
742,2009-03-24 16:45:03,Ford,Focus,dark-blue
743,2009-03-15 12:23:13,Honda,CR-V,red
744,2009-03-06 21:51:14,Honda,Accord,red
745,2009-03-04 10:24:17,Toyota,Corolla,silver
746,2009-03-22 05:57:29,Toyota,Yaris,black
747,2009-03-09 07:45:56,Chevy,Camaro,dark-blue
748,2009-03-13 11:32:55,Nissan,Pathfinder,dark-blue
749,2009-03-11 22:15:46,Chevy,Camaro,dark-blue
750,2009-03-18 11:45:39,Ford,Mustang,black
751,2009-03-26 10:12:40,Toyota,Camry,red
752,2009-03-04 02:56:59,Chevy,Malibu,silver
753,2009-03-04 00:15:51,Nissan,Versa,blue
754,2009-03-29 07:19:36,Nissan,Juke,red
755,2009-03-20 11:46:33,Nissan,Pathfinder,black
756,2009-03-20 18:51:30,Honda,Fit,dark-blue
757,2009-03-28 05:53:49,Honda,CR-V,white
758,2009-03-19 09:23:45,Chevy,Camaro,blue
759,2009-03-15 10:24:38,Ford,Mustang,blue
760,2009-03-07 01:57:06,Ford,Focus,red
761,2009-03-13 18:57:41,Toyota,Prius,silver
762,2009-03-23 06:47:35,Nissan,Juke,white
763,2009-03-22 22:09:07,Nissan,Maxima,red
764,2009-03-16 13:16:09,Ford,Fiesta,white
765,2009-03-12 04:30:34,Ford,Focus,blue
766,2009-03-19 10:54:51,Nissan,Sentra,white
767,2009-03-27 10:08:56,Nissan,Versa,black
768,2009-03-18 06:19:37,Chevy,Camaro,red
769,2009-03-18 05:05:24,Honda,Odyssey,dark-blue
770,2009-03-26 19:50:29,Toyota,4Runner,white
771,2009-03-07 21:01:21,Honda,Civic,blue
772,2009-03-03 16:07:44,Ford,Fiesta,red
773,2009-03-27 00:35:18,Honda,CR-V,blue
774,2009-03-20 16:40:15,Toyota,Prius,white
775,2009-03-27 22:50:05,Ford,Explorer,red
776,2009-03-11 14:55:32,Nissan,Sentra,blue
777,2009-03-29 08:14:36,Toyota,Corolla,dark-blue
778,2009-03-07 14:11:31,Honda,Fit,black
779,2009-03-15 23:57:43,Toyota,Prius,white
780,2009-03-22 05:20:20,Nissan,Juke,blue
781,2009-03-14 14:45:15,Honda,Civic,dark-blue
782,2009-03-18 08:24:08,Toyota,RAV4,red
783,2009-03-02 02:36:31,Toyota,Corolla,silver
784,2009-03-01 08:47:23,Honda,Accord,white
785,2009-03-17 15:08:33,Honda,Civic,blue
786,2009-03-09 14:43:27,Nissan,Juke,black
787,2009-03-31 04:08:22,Ford,Explorer,black
788,2009-03-15 15:02:48,Ford,Focus,red
789,2009-03-01 22:19:04,Toyota,Camry,silver
790,2009-03-11 19:06:01,Chevy,Impala,white
791,2009-03-08 09:03:29,Chevy,Sonic,silver
792,2009-03-18 05:53:04,Toyota,Prius,black
793,2009-03-27 14:06:55,Toyota,Corolla,black
794,2009-03-04 08:50:48,Nissan,Versa,black
795,2009-03-04 18:19:38,Chevy,Camaro,dark-blue
796,2009-03-05 17:35:17,Chevy,Cruze,black
797,2009-03-12 22:35:40,Nissan,Juke,black
798,2009-03-25 00:55:16,Ford,Mustang,dark-blue
799,2009-03-20 02:45:32,Ford,Fiesta,red
800,2009-03-10 03:15:47,Toyota,Yaris,blue
801,2009-03-04 14:38:47,Honda,CR-V,black
802,2009-03-30 16:15:00,Honda,Accord,red
803,2009-03-20 08:49:57,Chevy,Sonic,white
804,2009-03-20 23:22:39,Nissan,Versa,black
805,2009-03-06 14:03:32,Chevy,Cruze,red
806,2009-03-19 12:32:19,Honda,CR-V,dark-blue
807,2009-03-20 12:53:35,Toyota,Yaris,white
808,2009-03-12 14:00:25,Ford,Focus,silver
809,2009-03-15 17:23:14,Honda,Fit,red
810,2009-03-23 05:31:50,Ford,Focus,white
811,2009-03-19 15:27:03,Honda,CR-V,black
812,2009-03-04 06:50:46,Chevy,Impala,silver
813,2009-03-22 01:19:43,Chevy,Impala,dark-blue
814,2009-03-23 03:15:07,Toyota,Prius,red
815,2009-03-06 23:25:57,Ford,Mustang,red
816,2009-03-14 18:45:14,Honda,Accord,dark-blue
817,2009-03-09 00:08:01,Nissan,Pathfinder,blue
818,2009-03-25 19:17:48,Toyota,RAV4,dark-blue
819,2009-03-17 12:28:51,Honda,Fit,black
820,2009-03-12 23:35:16,Chevy,Sonic,white
821,2009-03-25 23:31:44,Toyota,RAV4,white
822,2009-03-09 20:36:00,Ford,Mustang,red
823,2009-03-09 08:44:22,Nissan,Pathfinder,red
824,2009-03-05 21:32:55,Honda,CR-V,black
825,2009-03-07 04:06:24,Nissan,Sentra,blue
826,2009-03-09 12:29:23,Chevy,Malibu,black
827,2009-03-04 14:18:03,Chevy,Malibu,red
828,2009-03-06 06:00:09,Ford,Mustang,black
829,2009-03-26 18:19:49,Ford,Escape,dark-blue
830,2009-03-02 13:58:49,Toyota,Yaris,blue
831,2009-03-15 01:16:27,Chevy,Cruze,silver
832,2009-03-29 08:53:49,Ford,Explorer,red
833,2009-03-19 09:21:31,Chevy,Camaro,dark-blue
834,2009-03-28 13:06:06,Honda,Fit,red
835,2009-03-25 07:11:09,Honda,CR-V,red
836,2009-03-14 01:04:25,Chevy,Cruze,black
837,2009-03-14 05:09:59,Honda,Accord,dark-blue
838,2009-03-31 19:19:31,Honda,Accord,red
839,2009-03-27 08:57:06,Ford,Fiesta,silver
840,2009-03-05 06:10:48,Ford,Mustang,silver
841,2009-03-04 18:35:01,Nissan,Versa,silver
842,2009-03-27 17:47:43,Toyota,Camry,dark-blue
843,2009-03-12 00:24:40,Honda,CR-V,red
844,2009-03-30 09:09:15,Chevy,Sonic,red
845,2009-03-13 20:15:00,Honda,Odyssey,dark-blue
846,2009-03-30 12:52:27,Toyota,Prius,red
847,2009-03-28 12:05:36,Honda,Fit,black
848,2009-03-19 21:13:53,Toyota,Yaris,red
849,2009-03-31 00:46:42,Honda,Accord,black
850,2009-03-21 06:31:18,Nissan,Versa,blue
851,2009-03-26 16:50:18,Honda,CR-V,black
852,2009-03-28 06:55:49,Toyota,Corolla,silver
853,2009-03-09 14:48:48,Chevy,Cruze,red
854,2009-03-29 18:27:22,Nissan,Juke,red
855,2009-03-01 18:56:11,Nissan,Pathfinder,dark-blue
856,2009-03-06 06:34:28,Toyota,4Runner,blue
857,2009-03-22 05:20:37,Honda,Accord,white
858,2009-03-01 19:14:32,Chevy,Cruze,blue
859,2009-03-10 05:16:41,Ford,Mustang,red
860,2009-03-29 13:26:00,Honda,Accord,red
861,2009-03-30 22:17:40,Honda,Accord,red
862,2009-03-25 10:52:58,Toyota,RAV4,dark-blue
863,2009-03-19 16:11:40,Ford,Mustang,white
864,2009-03-23 12:22:55,Chevy,Sonic,black
865,2009-03-23 01:10:15,Nissan,Pathfinder,red
866,2009-03-12 18:34:12,Toyota,Yaris,black
867,2009-03-02 10:50:06,Honda,Civic,red
868,2009-03-28 16:13:32,Honda,CR-V,black
869,2009-03-28 17:16:58,Chevy,Camaro,white
870,2009-03-19 22:10:58,Nissan,Altima,white
871,2009-03-24 23:03:02,Ford,Focus,red
872,2009-03-12 14:56:55,Honda,Accord,black
873,2009-03-03 21:47:34,Honda,Accord,silver
874,2009-03-08 09:37:11,Honda,Accord,blue
875,2009-03-16 04:49:26,Toyota,4Runner,dark-blue
876,2009-03-27 01:28:07,Nissan,Juke,red
877,2009-03-27 17:34:41,Toyota,Camry,red
878,2009-03-20 19:29:29,Toyota,Prius,red
879,2009-03-15 00:16:12,Nissan,Pathfinder,red
880,2009-03-06 00:45:02,Chevy,Sonic,red
881,2009-03-21 01:43:33,Honda,CR-V,red
882,2009-03-04 21:30:49,Toyota,Corolla,blue
883,2009-03-22 19:24:49,Toyota,Corolla,blue
884,2009-03-11 03:05:40,Toyota,Prius,white
885,2009-03-12 11:38:30,Honda,Odyssey,blue
886,2009-03-19 17:55:54,Nissan,Maxima,blue
887,2009-03-26 10:22:45,Toyota,RAV4,silver
888,2009-03-27 21:13:34,Toyota,RAV4,silver
889,2009-03-08 16:46:45,Honda,CR-V,silver
890,2009-03-29 15:27:04,Nissan,Altima,blue
891,2009-03-10 18:18:02,Chevy,Cruze,red
892,2009-03-31 05:23:32,Ford,Mustang,silver
893,2009-03-23 01:09:08,Honda,Accord,white
894,2009-03-23 01:50:37,Toyota,Prius,red
895,2009-03-04 20:18:21,Toyota,Yaris,blue
896,2009-03-01 18:30:24,Toyota,Camry,dark-blue
897,2009-03-19 02:04:44,Ford,Escape,black
898,2009-03-31 22:26:00,Nissan,Pathfinder,dark-blue
899,2009-03-13 18:44:44,Nissan,Altima,dark-blue
900,2009-03-13 05:01:51,Ford,Explorer,silver
901,2009-03-24 16:53:51,Nissan,Juke,dark-blue
902,2009-03-20 01:44:50,Toyota,Camry,silver
903,2009-03-29 11:52:17,Ford,Fiesta,white
904,2009-03-13 09:52:08,Chevy,Impala,blue
905,2009-03-09 12:58:14,Honda,CR-V,black
906,2009-03-20 11:57:10,Chevy,Camaro,silver
907,2009-03-06 05:47:29,Chevy,Camaro,white
908,2009-03-27 09:02:29,Nissan,Sentra,black
909,2009-03-17 05:13:06,Toyota,Corolla,silver
910,2009-03-07 04:22:12,Ford,Escape,dark-blue
911,2009-03-02 05:33:40,Nissan,Juke,black
912,2009-03-21 18:50:13,Honda,Fit,silver
913,2009-03-02 20:47:17,Nissan,Versa,black
914,2009-03-15 01:45:39,Ford,Fiesta,red
915,2009-03-12 13:31:25,Nissan,Sentra,red
916,2009-03-18 14:02:21,Ford,Escape,silver
917,2009-03-29 07:20:27,Toyota,Prius,red
918,2009-03-11 07:38:36,Honda,Fit,silver
919,2009-03-15 03:59:13,Chevy,Camaro,black
920,2009-03-27 16:16:51,Nissan,Juke,silver
921,2009-03-02 10:27:56,Chevy,Malibu,white
922,2009-03-11 00:30:18,Toyota,Prius,black
923,2009-03-25 04:15:58,Nissan,Pathfinder,red
924,2009-03-08 11:03:23,Ford,Explorer,silver
925,2009-03-30 18:33:57,Honda,CR-V,red
926,2009-03-15 22:48:45,Nissan,Versa,silver
927,2009-03-03 04:33:40,Honda,Fit,red
928,2009-03-15 11:14:43,Ford,Focus,black
929,2009-03-12 07:50:19,Ford,Mustang,dark-blue
930,2009-03-21 22:09:57,Nissan,Altima,red
931,2009-03-14 13:16:39,Chevy,Impala,white
932,2009-03-23 08:34:01,Nissan,Pathfinder,black
933,2009-03-25 18:33:56,Chevy,Sonic,dark-blue
934,2009-03-24 20:11:05,Nissan,Pathfinder,black
935,2009-03-28 12:01:20,Ford,Fiesta,black
936,2009-03-31 15:42:30,Honda,CR-V,black
937,2009-03-27 12:44:43,Chevy,Cruze,silver
938,2009-03-08 19:48:33,Chevy,Malibu,red
939,2009-03-16 21:53:20,Honda,Accord,dark-blue
940,2009-03-03 17:23:49,Honda,Fit,red
941,2009-03-24 03:32:24,Ford,Focus,red
942,2009-03-26 19:08:30,Ford,Focus,dark-blue
943,2009-03-10 02:25:10,Chevy,Malibu,white
944,2009-03-15 21:12:52,Toyota,Prius,silver
945,2009-03-13 20:21:06,Ford,Focus,dark-blue
946,2009-03-13 09:59:33,Honda,Fit,red
947,2009-03-16 14:49:34,Honda,Civic,red
948,2009-03-03 22:58:11,Nissan,Versa,black
949,2009-03-06 09:24:20,Nissan,Juke,silver
950,2009-03-14 10:39:33,Toyota,Prius,black
951,2009-03-23 08:07:38,Ford,Fiesta,silver
952,2009-03-23 09:05:58,Ford,Escape,red
953,2009-03-03 17:32:51,Toyota,Yaris,silver
954,2009-03-05 00:37:53,Chevy,Cruze,white
955,2009-03-08 21:57:45,Toyota,Prius,blue
956,2009-03-06 06:53:00,Honda,Civic,dark-blue
957,2009-03-04 18:58:01,Ford,Mustang,silver
958,2009-03-08 02:32:34,Chevy,Sonic,black
959,2009-03-24 03:51:59,Honda,Accord,silver
960,2009-03-14 13:11:05,Honda,Fit,silver
961,2009-03-13 19:57:14,Nissan,Sentra,red
962,2009-03-16 17:39:28,Honda,Civic,silver
963,2009-03-28 02:44:40,Nissan,Pathfinder,silver
964,2009-03-25 13:10:01,Honda,Accord,dark-blue
965,2009-03-26 04:58:42,Toyota,Yaris,dark-blue
966,2009-03-18 02:30:59,Ford,Escape,black
967,2009-03-25 21:30:10,Nissan,Pathfinder,blue
968,2009-03-29 06:19:31,Toyota,RAV4,white
969,2009-03-11 10:54:20,Nissan,Versa,white
970,2009-03-25 12:36:28,Chevy,Sonic,silver
971,2009-03-18 11:52:53,Nissan,Pathfinder,red
972,2009-03-19 13:07:36,Honda,Fit,red
973,2009-03-27 05:56:23,Nissan,Sentra,red
974,2009-03-23 10:29:11,Nissan,Altima,black
975,2009-03-21 09:16:47,Chevy,Impala,silver
976,2009-03-18 07:50:28,Nissan,Altima,red
977,2009-03-27 14:10:59,Chevy,Impala,silver
978,2009-03-13 00:42:48,Honda,Civic,black
979,2009-03-17 06:43:21,Nissan,Pathfinder,blue
980,2009-03-29 00:26:42,Toyota,Prius,red
981,2009-03-29 10:54:51,Toyota,Corolla,blue
982,2009-03-12 19:33:23,Ford,Mustang,black
983,2009-03-26 06:06:04,Ford,Escape,silver
984,2009-03-26 08:57:19,Honda,Civic,red
985,2009-03-30 01:04:11,Nissan,Maxima,silver
986,2009-03-19 15:17:00,Nissan,Maxima,dark-blue
987,2009-03-25 21:52:51,Honda,Civic,blue
988,2009-03-27 23:06:01,Toyota,4Runner,black
989,2009-03-08 06:41:53,Ford,Focus,silver
990,2009-03-26 12:44:31,Chevy,Impala,black
991,2009-03-16 06:53:34,Chevy,Cruze,silver
992,2009-03-25 18:02:26,Nissan,Versa,white
993,2009-03-02 06:05:15,Nissan,Pathfinder,black
994,2009-03-04 04:22:10,Toyota,4Runner,black
995,2009-03-27 22:47:35,Nissan,Versa,white
996,2009-03-21 15:47:20,Ford,Mustang,blue
997,2009-03-03 12:12:15,Toyota,RAV4,dark-blue
998,2009-03-01 10:23:53,Toyota,4Runner,dark-blue
999,2009-03-14 08:08:37,Honda,Civic,dark-blue
