id,channel,type,value
843,fax,individual,53.58147638553621
844,mobile,contractor,283.39335932990343
845,fax,organization,3231.644762018333
846,fax,individual,59.01134048277403
847,fax,contractor,334.3015274718609
848,fax,individual,57.82563770344073
849,call,individual,6.142299187534163
850,fax,organization,3485.9411486477024
851,fax,contractor,387.5803803155403
852,mobile,organization,5108.056125887934
853,mobile,contractor,240.12205807523068
854,fax,organization,3427.8412042702057
855,fax,organization,3753.158099732978
856,mobile,organization,5927.42154254008
857,mobile,organization,5376.21749183503
858,fax,individual,55.8407774400156
859,mobile,organization,5754.855533339585
860,mobile,organization,5570.0183108152505
861,fax,individual,52.22999827722372
862,mobile,organization,5037.567201066081
863,mobile,individual,136.5968408892314
864,mobile,organization,5384.123371586121
865,call,individual,46.309417552229284
866,call,individual,27.80930951959064
867,mobile,organization,5789.372839709336
868,mobile,contractor,233.14626193070416
869,mobile,organization,5670.0308623096125
870,mobile,organization,5994.84708205216
871,call,individual,50.19816121308489
872,fax,individual,56.73241030820952
873,mobile,organization,5413.478028423035
874,mobile,organization,5033.282850578879
875,mobile,individual,108.9356198430039
876,mobile,organization,5943.549081678197
877,fax,organization,3299.8560749660364
878,fax,organization,3011.358836727622
879,mobile,organization,5754.344868036187
880,fax,contractor,398.0537687785456
881,fax,contractor,422.1285641161312
882,call,individual,21.06889803081723
883,mobile,individual,114.21487995187964
884,call,individual,26.852739161585884
885,fax,organization,3898.5390518487643
886,mobile,organization,5723.248673095267
887,mobile,organization,5835.661918927574
888,call,individual,46.108196273977946
889,fax,organization,3672.5353125828296
890,fax,organization,3823.0460167911697
891,mobile,organization,5864.6021891464725
892,call,individual,49.572515539421495
893,mobile,organization,5429.457701414862
894,mobile,individual,128.92651407227265
895,fax,organization,3957.519115630112
896,mobile,organization,5042.578159226194
897,call,individual,46.484337186713525
898,fax,individual,55.45178522275509
899,mobile,organization,5215.660055684912
900,mobile,organization,5691.940082542647
901,call,individual,25.827198485607557
902,mobile,organization,5827.441084098156
903,mobile,organization,5549.016177160555
904,mobile,organization,5597.021105635547
905,mobile,organization,5993.480520029094
906,mobile,organization,5165.376729064701
907,call,individual,54.7921121206074
908,mobile,organization,5083.455108047262
909,fax,individual,51.23427829504052
910,fax,organization,3697.0686455948075
911,fax,organization,3341.718781379104
912,fax,contractor,454.36834557199427
913,call,individual,41.49436513098695
914,fax,organization,3053.3925968186845
915,mobile,individual,124.35053060989789
916,mobile,organization,5096.870741146764
917,mobile,organization,5657.404652658809
918,mobile,individual,148.95105394673107
919,fax,organization,3958.143960367862
920,fax,individual,54.63359476019366
921,mobile,organization,5438.139783414012
922,call,contractor,120.4493924466326
923,mobile,organization,5409.1850126544705
924,fax,organization,3397.8188229229536
925,call,individual,10.950296985413111
926,mobile,organization,5287.624062521133
927,mobile,individual,148.09326159431063
928,mobile,organization,5353.32814642001
929,call,individual,16.23898209901758
930,fax,contractor,346.48920098811044
931,mobile,organization,5270.784176833368
932,mobile,organization,5559.08937853715
933,mobile,organization,5682.612685096521
934,mobile,organization,5945.5211559187155
935,mobile,organization,5568.657820677659
936,call,individual,44.675999665798905
937,fax,organization,3319.307658078439
938,mobile,organization,5244.576044211809
939,fax,organization,3071.820138476377
940,mobile,organization,5821.112345339444
941,fax,individual,56.34716516614525
942,mobile,organization,5030.436311976931
943,mobile,organization,5612.068581113725
944,mobile,contractor,238.2116170709203
945,call,individual,34.65151724712067
946,fax,organization,3243.519119214052
947,call,individual,15.829049915866701
948,fax,individual,57.208316209246405
949,fax,organization,3787.8771884527473
950,mobile,organization,5644.156032338904
951,call,contractor,169.73523506186675
952,fax,individual,59.114091619613106
953,mobile,organization,5142.475563441961
954,mobile,organization,5405.416128796544
955,call,individual,14.005863483780091
956,call,individual,31.074101379530894
957,mobile,organization,5496.3618619201225
958,fax,individual,50.680432922206904
959,mobile,organization,5401.473207830492
960,fax,individual,57.15349417522502
961,mobile,organization,5747.655476119109
962,fax,contractor,571.4163423213035
963,fax,individual,54.44508124903327
964,fax,contractor,501.33175066567094
965,call,individual,52.44088059470064
966,mobile,organization,5298.3445099772525
967,mobile,organization,5184.243809838261
968,fax,contractor,494.2325129271745
969,fax,organization,3090.366386800797
970,fax,contractor,438.9372215005237
971,mobile,organization,5182.176792895836
972,fax,organization,3519.3988720402995
973,mobile,individual,144.25994405097495
974,mobile,organization,5425.476602210536
975,mobile,organization,5597.289879147382
976,mobile,contractor,239.82940793189658
977,fax,organization,3513.317429838048
978,fax,individual,55.7131800822913
979,fax,individual,51.19021919089842
980,call,individual,34.05870441351544
981,mobile,organization,5467.246398259324
982,call,contractor,107.37722675307388
983,fax,organization,3899.2381437045456
984,fax,organization,3547.9707199592503
985,fax,individual,52.17672966716497
986,fax,organization,3064.0990518642957
987,fax,organization,3518.190696496781
988,mobile,organization,5102.464482371336
989,fax,individual,58.360081135779936
990,mobile,contractor,254.043307887119
991,mobile,organization,5744.942247833211
992,mobile,organization,5204.466159879808
993,mobile,organization,5327.107610994698
994,fax,organization,3855.1271662853223
995,mobile,organization,5311.3558858258775
996,mobile,organization,5495.005147856446
997,mobile,organization,5390.334611883902
998,mobile,individual,112.09929306863167
999,fax,contractor,386.6956597465427
