id,run-times,shoe-has-cool-features,shoe-has-colors,bought
1284,0,0,1,Y
1285,4,1,1,Y
1286,2,0,0,Y
1287,3,0,0,Y
1288,5,0,1,Y
1289,1,0,0,Y
1290,1,0,0,N
1291,1,0,0,N
1292,2,0,0,N
1293,0,0,1,Y
1294,0,1,1,Y
1295,4,0,0,Y
1296,0,0,1,Y
1297,3,0,1,Y
1298,2,1,1,Y
1299,0,0,1,Y
1300,2,1,1,Y
1301,5,1,1,Y
1302,5,0,1,Y
1303,0,1,1,Y
1304,2,0,0,N
1305,5,0,1,Y
1306,2,0,1,N
1307,3,0,1,Y
1308,4,0,1,Y
1309,0,0,0,N
1310,2,0,1,N
1311,0,0,0,N
1312,0,0,1,Y
1313,1,1,1,Y
1314,0,0,0,N
1315,0,0,0,N
1316,4,0,1,Y
1317,1,0,1,Y
1318,2,1,0,N
1319,1,0,1,N
1320,2,0,0,N
1321,2,0,0,Y
1322,0,0,1,Y
1323,2,0,0,N
1324,1,1,1,Y
1325,0,1,1,Y
1326,4,0,1,Y
1327,0,0,1,Y
1328,2,1,1,Y
1329,2,0,1,Y
1330,4,0,1,Y
1331,2,0,0,N
1332,0,1,1,Y
1333,0,0,1,Y
1334,1,0,0,N
1335,2,0,0,Y
1336,2,0,1,Y
1337,0,0,1,Y
1338,0,0,0,N
1339,1,0,0,N
1340,0,0,0,N
1341,2,0,0,N
1342,0,0,0,N
1343,0,1,1,Y
1344,5,1,0,Y
1345,4,1,1,Y
1346,4,0,1,Y
1347,0,0,0,N
1348,4,0,1,Y
1349,4,0,1,Y
1350,1,0,1,Y
1351,2,1,1,Y
1352,4,0,1,Y
1353,2,1,0,Y
1354,0,0,0,Y
1355,5,1,1,Y
1356,4,0,1,Y
1357,5,0,1,Y
1358,5,1,1,Y
1359,2,0,1,Y
1360,3,1,1,Y
1361,5,0,1,Y
1362,1,0,1,Y
1363,4,1,1,Y
1364,2,1,1,N
1365,0,0,1,Y
1366,2,0,0,Y
1367,2,1,1,Y
1368,0,1,1,Y
1369,1,0,0,N
1370,5,1,1,Y
1371,0,0,0,N
1372,0,0,1,Y
1373,5,1,1,Y
1374,5,0,0,Y
1375,1,0,1,N
1376,2,1,1,Y
1377,4,1,1,Y
1378,2,1,1,Y
1379,0,1,1,Y
1380,5,0,1,Y
1381,1,0,1,N
1382,4,0,1,Y
1383,1,0,1,N
1384,1,0,1,Y
1385,0,0,0,Y
1386,1,1,1,Y
1387,2,0,1,Y
1388,0,0,1,Y
1389,5,1,1,Y
1390,5,1,1,Y
1391,2,0,1,Y
1392,5,0,1,Y
1393,0,0,1,N
1394,5,0,1,Y
1395,5,0,0,Y
1396,1,1,1,Y
1397,4,1,0,Y
1398,5,0,1,Y
1399,0,0,0,N
1400,1,0,1,N
1401,4,0,0,Y
1402,4,1,1,Y
1403,0,0,0,N
1404,1,0,1,Y
1405,1,0,0,N
1406,0,0,1,N
1407,0,0,1,Y
1408,3,0,1,Y
1409,2,0,0,N
1410,1,0,1,Y
1411,0,0,1,Y
1412,3,0,1,Y
1413,5,0,1,Y
1414,1,0,1,Y
1415,5,0,1,Y
1416,2,0,0,N
1417,5,1,1,Y
1418,2,1,0,N
1419,0,0,0,N
1420,0,0,0,N
1421,2,0,1,N
1422,0,1,1,N
1423,0,1,1,N
1424,1,0,1,Y
1425,1,1,1,N
1426,1,0,1,N
1427,3,0,1,Y
1428,1,0,0,N
1429,0,1,1,Y
1430,0,0,0,N
1431,0,0,0,N
1432,0,1,0,Y
1433,1,1,1,Y
1434,1,1,0,Y
1435,4,0,1,Y
1436,0,0,1,N
1437,4,0,0,Y
1438,0,0,0,N
1439,1,0,1,Y
1440,0,0,1,Y
1441,5,1,1,Y
1442,5,0,1,Y
1443,2,0,1,N
1444,0,0,0,N
1445,4,0,1,Y
1446,0,0,1,Y
1447,3,0,1,Y
1448,4,1,1,Y
1449,1,0,0,N
1450,2,0,0,N
1451,1,1,1,Y
1452,5,0,1,Y
1453,0,0,1,Y
1454,4,0,1,Y
1455,4,0,1,Y
1456,0,0,1,N
1457,4,1,1,Y
1458,0,0,0,N
1459,0,0,1,Y
1460,1,0,1,N
1461,5,1,1,Y
1462,1,0,0,N
1463,5,0,1,Y
1464,1,0,0,N
1465,2,0,1,N
1466,0,0,1,Y
1467,0,0,1,N
1468,0,0,1,Y
1469,5,1,0,Y
1470,4,1,1,Y
1471,0,1,1,Y
1472,0,0,1,Y
1473,3,0,1,Y
1474,4,0,1,Y
1475,4,0,1,Y
1476,0,1,1,Y
1477,0,0,1,Y
1478,4,0,1,Y
1479,3,0,1,Y
1480,2,0,1,Y
1481,2,0,1,N
1482,2,0,1,Y
1483,1,0,1,N
1484,1,0,1,N
1485,5,1,1,Y
1486,2,0,1,Y
1487,0,1,1,Y
1488,0,0,1,Y
1489,3,0,1,Y
1490,2,0,1,N
1491,3,0,1,Y
1492,1,0,1,N
1493,2,1,1,Y
1494,2,0,0,N
1495,2,0,0,N
1496,0,0,0,N
1497,0,0,1,Y
1498,2,1,0,N
1499,5,0,1,Y
1500,5,0,1,Y
1501,3,1,1,Y
1502,0,0,1,N
1503,2,0,1,N
1504,1,0,1,Y
1505,0,0,0,Y
1506,2,0,0,N
1507,0,1,0,Y
1508,0,0,1,N
1509,0,1,1,Y
1510,4,1,1,Y
1511,1,1,0,N
1512,0,0,0,N
1513,1,0,0,N
1514,1,1,1,Y
1515,2,0,1,Y
1516,5,0,1,Y
1517,1,1,1,Y
1518,1,1,0,N
1519,0,1,1,Y
1520,0,0,1,Y
1521,1,1,1,Y
1522,5,0,0,Y
1523,0,0,0,N
1524,0,1,1,Y
1525,1,1,1,N
1526,0,0,1,Y
1527,0,0,1,Y
1528,0,0,1,Y
1529,1,0,1,Y
1530,5,0,1,Y
1531,0,1,1,N
1532,3,0,1,Y
1533,1,0,0,Y
1534,5,1,1,Y
1535,0,0,0,N
1536,1,0,1,N
1537,4,0,1,Y
1538,1,0,0,N
1539,1,0,1,N
1540,2,0,0,N
1541,4,0,1,Y
1542,5,0,1,Y
1543,4,0,1,Y
1544,2,1,1,N
1545,2,0,0,N
1546,5,1,1,Y
1547,0,0,1,Y
1548,0,0,0,N
1549,2,0,0,N
1550,2,0,0,N
1551,0,0,0,N
1552,4,1,1,Y
1553,5,1,1,Y
1554,3,0,1,Y
1555,4,0,0,Y
1556,2,0,1,Y
1557,3,0,1,Y
1558,1,1,0,N
1559,0,0,1,N
1560,4,0,1,Y
1561,5,0,0,Y
1562,4,0,0,Y
1563,1,1,1,Y
1564,1,0,0,N
1565,0,1,0,Y
1566,2,0,1,Y
1567,2,0,0,N
1568,0,1,1,Y
1569,0,0,1,N
1570,3,1,1,Y
1571,0,1,1,Y
1572,0,0,0,Y
1573,4,0,1,Y
1574,0,0,0,Y
1575,3,1,1,Y
1576,0,0,0,N
1577,1,1,1,Y
1578,1,0,0,N
1579,2,0,1,Y
1580,4,0,1,Y
1581,2,0,1,Y
1582,3,1,1,Y
1583,2,0,0,N
1584,2,0,1,Y
1585,4,0,1,Y
1586,2,0,1,N
1587,3,1,1,Y
1588,5,1,1,Y
1589,0,0,1,Y
1590,2,1,1,Y
1591,0,1,1,Y
1592,5,1,0,Y
1593,5,0,1,Y
1594,0,1,1,Y
1595,5,0,1,Y
1596,1,0,1,N
1597,0,0,1,N
1598,1,0,0,N
1599,1,0,0,N
1600,5,1,1,Y
1601,4,1,1,Y
1602,1,0,0,N
1603,0,0,1,Y
1604,4,0,1,Y
1605,0,0,1,N
1606,5,1,1,Y
1607,1,0,1,N
1608,0,0,1,Y
1609,4,1,1,Y
1610,0,0,1,Y
1611,4,0,1,Y
1612,0,1,1,Y
1613,3,1,1,Y
1614,0,0,1,N
1615,3,0,1,Y
1616,5,0,0,Y
1617,0,0,0,Y
1618,5,0,1,Y
1619,0,0,1,Y
1620,1,0,0,N
1621,5,1,1,Y
1622,2,1,1,Y
1623,2,1,1,Y
1624,1,0,0,N
1625,5,1,1,Y
1626,0,0,0,N
1627,3,0,1,Y
1628,1,0,1,N
1629,1,0,0,N
1630,0,1,0,N
1631,0,0,0,N
1632,0,1,1,Y
1633,1,0,1,Y
1634,4,0,1,Y
1635,3,1,0,Y
1636,1,0,1,Y
1637,4,1,0,Y
1638,0,0,0,Y
1639,1,0,1,N
1640,3,0,1,Y
1641,1,0,0,N
1642,4,0,0,Y
1643,4,0,0,Y
1644,4,0,1,Y
1645,4,1,1,Y
1646,5,0,1,Y
1647,5,0,1,Y
1648,2,0,0,N
1649,4,0,1,Y
1650,4,0,1,Y
1651,0,0,1,Y
1652,2,0,1,N
1653,0,1,1,Y
1654,0,1,1,Y
1655,1,0,0,N
1656,0,0,1,N
1657,4,0,1,Y
1658,4,1,1,Y
1659,0,0,1,N
1660,0,1,0,N
1661,1,0,1,N
1662,5,1,1,Y
1663,5,0,0,Y
1664,4,1,1,Y
1665,1,0,1,N
1666,4,0,1,Y
1667,3,1,1,Y
1668,0,0,0,N
1669,5,0,0,Y
1670,3,1,1,Y
1671,3,0,0,Y
1672,0,0,1,N
1673,3,0,1,Y
1674,0,1,1,Y
1675,2,0,0,N
1676,0,0,0,N
1677,0,0,1,N
1678,3,0,1,Y
1679,4,1,1,Y
1680,1,0,0,N
1681,1,0,1,Y
1682,4,1,1,Y
1683,4,0,1,Y
1684,0,0,1,N
1685,0,0,1,N
1686,1,0,0,N
1687,2,1,0,Y
1688,1,0,0,N
1689,5,1,1,Y
1690,2,0,1,N
1691,2,0,0,N
1692,0,0,1,Y
1693,1,0,0,N
1694,1,0,0,N
1695,5,0,1,Y
1696,0,1,1,Y
1697,2,0,0,N
1698,5,1,0,Y
1699,5,0,1,Y
1700,5,1,1,Y
1701,1,0,1,N
1702,0,0,1,N
1703,5,1,0,Y
1704,2,0,0,N
1705,3,0,1,Y
1706,2,1,0,N
1707,2,0,0,Y
1708,2,0,0,N
1709,0,0,1,Y
1710,1,1,0,N
1711,2,1,1,Y
1712,0,0,1,Y
1713,2,0,1,Y
1714,1,0,1,N
1715,2,0,0,N
1716,2,1,1,Y
1717,2,0,0,N
1718,0,0,0,N
1719,1,1,0,N
1720,0,1,1,Y
1721,3,1,1,Y
1722,2,0,1,Y
1723,4,1,1,Y
1724,5,1,1,Y
1725,1,0,0,N
1726,2,0,1,N
1727,0,0,0,N
1728,3,0,1,Y
1729,1,1,0,Y
1730,0,0,0,N
1731,4,1,1,Y
1732,0,0,1,Y
1733,5,1,1,Y
1734,2,0,1,N
1735,0,0,1,N
1736,2,0,0,N
1737,1,1,1,Y
1738,3,0,1,Y
1739,5,0,1,Y
1740,0,0,1,N
1741,3,0,1,Y
1742,3,0,0,Y
1743,0,1,1,Y
1744,0,0,0,Y
1745,5,0,1,Y
1746,2,0,0,N
1747,1,0,0,N
1748,2,0,0,N
1749,4,0,1,Y
1750,1,0,0,N
1751,0,0,1,Y
1752,3,1,1,Y
1753,5,0,1,Y
1754,0,0,1,N
1755,4,0,1,Y
1756,4,0,1,Y
1757,1,0,1,Y
1758,0,0,1,Y
1759,2,0,0,N
1760,1,1,0,N
1761,1,0,0,N
1762,1,0,1,N
1763,0,0,0,N
1764,4,1,1,Y
1765,5,0,1,Y
1766,5,0,1,Y
1767,0,0,1,Y
1768,2,0,0,Y
1769,2,0,1,N
1770,0,0,1,Y
1771,0,0,1,Y
1772,5,0,1,Y
1773,0,1,1,N
1774,2,1,0,N
1775,1,0,0,Y
1776,0,0,0,N
1777,0,0,0,N
1778,5,0,1,Y
1779,3,1,1,Y
1780,5,0,1,Y
1781,1,0,0,N
1782,5,0,1,Y
1783,5,0,0,Y
1784,4,0,1,Y
1785,2,0,0,N
1786,1,0,1,Y
1787,2,0,0,N
1788,0,0,1,N
1789,1,0,0,N
1790,4,0,1,Y
1791,5,0,1,Y
1792,0,1,1,Y
1793,5,0,1,Y
1794,4,0,0,Y
1795,5,0,1,Y
1796,1,0,1,Y
1797,1,1,1,Y
1798,0,0,0,N
1799,2,0,1,Y
1800,2,0,1,Y
1801,1,0,1,Y
1802,2,0,1,N
1803,1,0,0,N
1804,0,0,0,N
1805,3,0,1,Y
1806,5,1,1,Y
1807,2,0,1,Y
1808,0,0,1,Y
1809,2,0,1,Y
1810,2,0,1,Y
1811,0,0,1,N
1812,0,0,0,N
1813,0,0,0,N
1814,2,0,1,Y
1815,0,1,1,Y
1816,4,0,1,Y
1817,1,1,1,Y
1818,4,0,1,Y
1819,0,0,1,Y
1820,0,1,1,Y
1821,0,0,0,Y
1822,0,1,1,Y
1823,2,0,1,Y
1824,4,1,0,Y
1825,4,0,0,Y
1826,0,0,0,N
1827,0,0,1,N
1828,1,0,0,N
1829,5,1,1,Y
1830,4,1,1,Y
1831,3,0,0,Y
1832,0,0,1,N
1833,1,0,1,N
1834,2,0,1,Y
1835,0,0,0,N
1836,0,0,0,Y
1837,2,0,0,N
1838,0,0,0,N
1839,0,0,0,N
1840,0,1,1,Y
1841,2,0,0,N
1842,2,0,1,Y
1843,1,0,1,Y
1844,4,0,1,Y
1845,3,0,1,Y
1846,4,0,1,Y
1847,1,0,0,N
1848,1,1,1,Y
1849,5,1,1,Y
1850,0,0,1,Y
1851,5,1,1,Y
1852,4,0,1,Y
1853,0,0,1,N
1854,5,1,1,Y
1855,0,0,0,N
1856,0,0,0,Y
1857,2,0,0,N
1858,4,1,1,Y
1859,4,0,0,Y
1860,5,0,1,Y
1861,0,0,1,Y
1862,4,0,1,Y
1863,1,1,1,Y
1864,5,0,1,Y
1865,1,0,0,N
1866,1,0,1,N
1867,1,0,1,N
1868,0,0,0,N
1869,5,1,1,Y
1870,1,0,1,Y
1871,3,1,0,Y
1872,1,1,1,Y
1873,5,1,1,Y
1874,2,0,1,N
1875,0,0,1,Y
1876,4,0,1,Y
1877,0,0,1,Y
1878,1,1,1,N
1879,0,0,1,Y
1880,0,1,0,N
1881,1,0,1,N
1882,5,0,1,Y
1883,1,0,0,N
1884,0,0,1,Y
1885,0,1,1,Y
1886,5,1,1,Y
1887,3,0,1,Y
1888,0,1,1,Y
1889,3,0,1,Y
1890,5,0,1,Y
1891,2,0,1,Y
1892,2,0,0,N
1893,2,1,1,Y
1894,1,1,0,N
1895,2,1,1,Y
1896,0,0,0,Y
1897,5,1,1,Y
1898,4,0,1,Y
1899,3,0,1,Y
1900,4,0,0,Y
1901,2,1,1,Y
1902,5,0,1,Y
1903,2,0,0,N
1904,3,1,1,Y
1905,5,0,1,Y
1906,1,0,0,Y
1907,5,1,1,Y
1908,1,0,0,N
1909,4,0,1,Y
1910,5,0,1,Y
1911,2,0,0,N
1912,2,0,1,N
1913,0,0,1,N
1914,2,0,0,N
1915,0,0,0,N
1916,4,0,0,Y
1917,0,0,1,Y
1918,4,0,1,Y
1919,0,1,1,Y
1920,4,1,1,Y
1921,4,0,0,Y
1922,1,0,0,N
1923,4,0,1,Y
1924,0,0,0,N
1925,2,0,1,N
1926,4,1,1,Y
1927,2,1,1,Y
1928,5,1,1,Y
1929,5,0,1,Y
1930,4,1,1,Y
1931,4,0,1,Y
1932,2,0,1,Y
1933,4,0,0,Y
1934,4,0,1,Y
1935,2,0,0,N
1936,1,0,0,N
1937,1,0,1,Y
1938,5,1,1,Y
1939,0,0,1,Y
1940,2,0,0,N
1941,2,0,1,N
1942,2,1,1,Y
1943,4,0,0,Y
1944,2,1,0,N
1945,1,1,1,N
1946,0,0,1,Y
1947,3,0,1,Y
1948,1,0,1,Y
1949,4,0,1,Y
1950,0,0,0,N
1951,5,0,1,Y
1952,0,0,0,N
1953,1,0,1,N
1954,1,0,0,N
1955,4,1,1,Y
1956,1,1,0,N
1957,1,0,1,N
1958,1,0,0,N
1959,0,0,1,Y
1960,1,1,1,Y
1961,3,0,0,Y
1962,1,0,1,N
1963,5,0,1,Y
1964,0,0,1,Y
1965,0,0,0,N
1966,4,0,1,Y
1967,5,1,0,Y
1968,2,1,1,N
1969,1,1,1,Y
1970,1,0,1,N
1971,4,0,1,Y
1972,4,0,1,Y
1973,2,1,1,Y
1974,5,0,1,Y
1975,5,1,1,Y
1976,3,1,1,Y
1977,1,0,1,N
1978,5,0,0,Y
1979,2,0,1,Y
1980,3,0,0,Y
1981,0,0,0,N
1982,0,0,1,Y
1983,5,0,1,Y
1984,2,0,0,N
1985,0,0,0,Y
1986,1,0,1,Y
1987,0,0,0,Y
1988,5,1,1,Y
1989,4,0,1,Y
1990,0,1,1,Y
1991,5,0,0,Y
1992,1,0,1,Y
1993,4,1,1,Y
1994,5,1,1,Y
1995,1,0,1,N
1996,2,0,0,N
1997,2,0,1,Y
1998,2,0,0,N
1999,1,1,1,Y
2000,0,1,1,Y
2001,4,1,1,Y
2002,1,1,1,Y
2003,3,1,1,Y
2004,4,0,1,Y
2005,2,0,0,N
2006,1,0,0,N
2007,2,0,0,N
2008,0,0,1,Y
2009,0,0,0,N
2010,0,1,1,Y
2011,5,1,1,Y
2012,0,1,1,Y
2013,0,0,1,N
2014,4,0,1,Y
2015,1,1,0,N
2016,0,0,1,N
2017,0,0,1,Y
2018,5,1,1,Y
2019,2,0,1,Y
2020,1,1,1,N
2021,4,0,1,Y
2022,4,1,0,Y
2023,1,0,0,N
2024,1,0,1,N
2025,2,0,0,N
2026,1,1,1,Y
2027,0,1,1,Y
2028,0,1,1,Y
2029,4,0,1,Y
2030,0,1,0,N
2031,1,0,1,N
2032,1,0,0,N
2033,0,1,1,Y
2034,2,0,0,N
2035,3,0,1,Y
2036,0,1,1,N
2037,5,0,1,Y
2038,1,0,1,N
2039,2,0,1,Y
2040,2,0,1,Y
2041,2,0,0,N
2042,5,0,1,Y
2043,1,0,0,N
2044,0,1,1,Y
2045,0,1,1,N
2046,5,1,1,Y
2047,0,0,0,N
2048,1,0,0,N
2049,3,1,1,Y
2050,0,0,1,Y
2051,2,0,0,N
2052,1,0,0,N
2053,1,1,0,N
2054,2,1,1,Y
2055,0,0,0,N
2056,2,0,1,Y
2057,1,0,0,N
2058,1,0,0,N
2059,0,0,0,N
2060,2,0,0,N
2061,4,0,1,Y
2062,0,0,1,Y
2063,1,0,0,N
2064,2,0,0,N
2065,5,0,1,Y
2066,2,0,1,N
2067,1,0,0,N
2068,4,1,1,Y
2069,0,1,0,Y
2070,0,0,0,N
2071,4,1,1,Y
2072,4,0,1,Y
2073,2,0,0,Y
2074,1,0,0,N
2075,0,0,1,Y
2076,1,1,1,Y
2077,1,0,0,N
2078,0,0,1,N
2079,2,0,1,N
2080,4,0,1,Y
2081,4,0,1,Y
2082,0,0,1,Y
2083,4,0,1,Y
2084,0,0,1,N
2085,0,0,1,Y
2086,2,0,1,Y
2087,0,0,1,N
2088,0,0,1,Y
2089,2,1,1,Y
2090,1,1,1,Y
2091,4,1,1,Y
2092,2,0,1,N
2093,1,1,0,N
2094,1,0,0,N
2095,4,1,0,Y
2096,0,1,1,Y
2097,4,1,0,Y
2098,0,1,1,Y
2099,2,0,1,Y
2100,0,0,0,N
2101,5,1,1,Y
2102,5,0,1,Y
2103,1,0,0,N
2104,0,1,1,Y
2105,0,0,1,Y
2106,0,0,1,N
2107,0,0,0,N
2108,2,0,0,N
2109,0,0,1,N
2110,2,1,1,Y
2111,5,1,0,Y
2112,2,0,1,Y
2113,5,1,1,Y
2114,2,0,1,N
2115,4,0,1,Y
2116,0,0,0,N
2117,1,0,1,N
2118,3,1,1,Y
2119,0,1,0,Y
2120,3,1,1,Y
2121,0,1,0,N
2122,1,0,1,N
2123,3,1,1,Y
2124,1,0,1,N
2125,0,0,0,N
2126,4,1,1,Y
2127,5,1,1,Y
2128,0,0,0,N
2129,1,0,1,N
2130,3,0,1,Y
2131,4,0,1,Y
2132,2,1,1,Y
2133,1,1,1,N
2134,2,0,1,Y
2135,4,1,1,Y
2136,4,1,1,Y
2137,0,0,0,N
2138,5,1,1,Y
2139,3,0,1,Y
2140,1,0,1,Y
2141,4,0,1,Y
2142,5,1,1,Y
2143,0,1,1,Y
2144,3,0,1,Y
2145,1,0,1,N
2146,0,0,1,Y
2147,5,0,1,Y
2148,3,0,1,Y
2149,2,0,1,N
2150,3,0,0,Y
2151,5,0,1,Y
2152,2,0,0,N
2153,4,0,1,Y
2154,1,1,0,Y
2155,2,0,0,N
2156,2,0,0,N
2157,5,1,1,Y
2158,3,0,1,Y
2159,0,0,0,N
2160,0,0,1,Y
2161,0,0,1,Y
2162,1,0,1,N
2163,2,0,0,N
2164,0,0,1,Y
2165,1,0,0,N
2166,5,0,1,Y
2167,0,0,0,N
2168,5,0,1,Y
2169,4,0,1,Y
2170,2,0,1,Y
2171,0,1,1,Y
2172,4,0,1,Y
2173,3,0,1,Y
2174,3,0,1,Y
2175,5,1,1,Y
2176,2,0,0,N
2177,5,0,1,Y
2178,3,0,1,Y
2179,0,1,0,N
2180,2,0,0,N
2181,5,0,1,Y
2182,1,1,0,N
2183,0,0,1,Y
2184,3,1,1,Y
2185,0,0,1,Y
2186,0,0,1,Y
2187,3,1,1,Y
2188,4,0,1,Y
2189,0,0,0,N
2190,0,0,1,Y
2191,5,1,1,Y
2192,0,0,0,Y
2193,0,0,0,Y
2194,2,0,0,N
2195,1,0,1,Y
2196,5,1,0,Y
2197,4,0,1,Y
2198,3,0,0,Y
2199,4,0,0,Y
2200,0,1,0,N
2201,5,1,1,Y
2202,0,0,0,N
2203,3,0,1,Y
2204,5,0,1,Y
2205,2,1,1,Y
2206,1,0,1,N
2207,0,1,1,Y
2208,1,0,0,N
2209,1,0,1,Y
2210,2,0,1,N
2211,2,0,1,N
2212,5,0,1,Y
2213,2,0,0,N
2214,0,0,0,Y
2215,2,0,0,N
2216,0,0,0,N
2217,1,1,1,N
2218,4,1,1,Y
2219,3,0,1,Y
2220,2,0,0,N
2221,4,0,1,Y
2222,0,0,1,Y
2223,0,0,1,N
2224,4,0,1,Y
2225,0,0,0,N
2226,5,1,1,Y
2227,4,0,1,Y
2228,0,0,1,Y
2229,1,0,0,N
2230,5,1,1,Y
2231,1,0,0,N
2232,2,1,1,Y
2233,1,0,0,N
2234,0,0,1,N
2235,0,0,1,Y
2236,1,0,0,N
2237,2,1,1,Y
2238,1,1,0,N
2239,0,1,1,Y
2240,4,1,1,Y
2241,1,0,1,N
2242,1,1,1,N
2243,0,0,1,N
2244,0,0,1,N
2245,0,0,1,Y
2246,0,1,0,Y
2247,0,0,0,N
2248,1,0,1,N
2249,4,0,1,Y
2250,3,1,1,Y
2251,4,1,0,Y
2252,0,0,1,Y
2253,3,0,1,Y
2254,0,1,1,Y
2255,4,1,1,Y
2256,2,0,1,N
2257,4,1,1,Y
2258,5,0,1,Y
2259,4,1,1,Y
2260,2,0,0,N
2261,1,0,1,Y
2262,2,0,1,Y
2263,0,0,1,Y
2264,2,0,0,N
2265,2,0,1,Y
2266,0,0,1,Y
2267,5,0,1,Y
2268,0,0,1,N
2269,1,1,0,N
2270,5,0,1,Y
2271,1,0,1,Y
2272,4,0,1,Y
2273,0,0,1,Y
2274,1,0,1,Y
2275,4,0,1,Y
2276,0,0,1,N
2277,5,0,1,Y
2278,5,0,1,Y
2279,4,0,1,Y
2280,2,0,0,N
2281,5,0,1,Y
2282,1,0,1,Y
2283,2,0,1,Y
2284,5,0,1,Y
2285,0,1,0,N
2286,0,0,0,Y
2287,3,0,1,Y
2288,2,0,1,Y
2289,4,0,1,Y
2290,4,0,0,Y
2291,2,0,1,N
2292,2,0,1,N
2293,5,0,1,Y
2294,2,0,1,N
2295,0,1,1,Y
2296,1,1,0,N
2297,4,1,1,Y
2298,2,0,0,N
2299,2,1,1,N
2300,2,0,1,Y
2301,1,0,1,N
2302,0,0,1,Y
2303,4,0,1,Y
2304,5,0,1,Y
2305,5,0,1,Y
2306,3,0,0,Y
2307,0,1,1,Y
2308,2,0,0,N
2309,0,0,1,Y
2310,1,0,0,Y
2311,5,0,1,Y
2312,3,0,1,Y
2313,3,0,1,Y
2314,2,0,1,Y
2315,2,0,1,Y
2316,0,0,1,Y
2317,0,1,1,Y
2318,2,0,1,N
2319,0,1,1,Y
2320,1,1,1,Y
2321,5,0,1,Y
2322,1,0,1,Y
2323,3,0,1,Y
2324,2,0,0,N
2325,3,1,1,Y
2326,0,0,1,Y
2327,5,1,1,Y
2328,3,0,1,Y
2329,2,0,0,N
2330,0,0,0,N
2331,0,1,0,N
2332,0,0,0,N
2333,1,0,0,N
2334,2,0,0,N
2335,1,0,0,N
2336,1,0,1,N
2337,1,1,1,Y
2338,0,0,0,N
2339,0,0,1,Y
2340,0,1,1,Y
2341,5,1,1,Y
2342,4,0,1,Y
2343,1,0,1,N
2344,2,1,0,N
2345,3,1,1,Y
2346,0,0,1,Y
2347,2,1,1,Y
2348,0,0,1,Y
2349,5,0,1,Y
2350,5,0,1,Y
2351,4,1,1,Y
2352,5,1,1,Y
2353,1,0,1,Y
2354,1,0,0,N
2355,0,0,0,N
2356,5,1,1,Y
2357,0,0,1,N
2358,5,0,0,Y
2359,4,0,1,Y
2360,1,0,0,Y
2361,1,1,1,Y
2362,4,1,1,Y
2363,3,1,1,Y
2364,0,0,0,N
2365,2,0,1,N
2366,5,0,1,Y
2367,2,0,1,Y
2368,5,0,0,Y
2369,2,0,1,Y
2370,4,0,1,Y
2371,3,0,1,Y
2372,1,0,0,N
2373,2,0,1,Y
2374,0,0,0,Y
2375,0,0,1,Y
2376,3,0,1,Y
2377,4,0,1,Y
2378,1,1,0,N
2379,1,0,1,N
2380,1,0,1,N
2381,1,0,1,Y
2382,2,0,0,N
2383,3,1,1,Y
2384,0,0,1,Y
2385,1,0,0,N
2386,1,0,0,N
2387,5,1,1,Y
2388,4,0,1,Y
2389,3,0,1,Y
2390,5,0,1,Y
2391,1,0,1,N
2392,1,0,0,N
2393,2,0,0,N
2394,1,0,1,N
2395,3,0,1,Y
2396,0,0,0,Y
2397,2,0,1,N
2398,4,0,1,Y
2399,4,0,1,Y
2400,0,0,0,N
2401,1,0,1,N
2402,5,0,1,Y
2403,2,1,1,Y
2404,1,1,0,Y
2405,1,0,0,N
2406,0,0,1,Y
2407,5,0,1,Y
2408,2,0,1,N
2409,4,0,1,Y
2410,5,0,0,Y
2411,5,1,0,Y
2412,4,1,1,Y
2413,4,0,1,Y
2414,1,0,1,Y
2415,1,1,1,Y
2416,4,0,1,Y
2417,3,0,1,Y
2418,3,1,1,Y
2419,3,0,1,Y
2420,1,0,1,N
2421,0,0,1,Y
2422,3,0,1,Y
2423,4,0,1,Y
2424,1,1,1,Y
2425,2,0,0,N
2426,1,1,1,Y
2427,2,1,0,N
2428,0,0,0,Y
2429,3,1,1,Y
2430,0,1,1,N
2431,0,0,0,Y
2432,2,1,0,N
2433,2,1,0,Y
2434,4,0,1,Y
2435,5,0,1,Y
2436,5,1,1,Y
2437,5,0,1,Y
2438,3,0,1,Y
2439,5,0,1,Y
2440,5,0,1,Y
2441,0,1,1,Y
2442,0,0,0,Y
2443,5,1,1,Y
2444,0,0,0,Y
2445,4,0,1,Y
2446,5,0,1,Y
2447,0,0,1,Y
2448,5,1,1,Y
2449,2,0,0,N
2450,0,0,1,Y
2451,1,1,1,Y
2452,2,0,1,N
2453,5,1,1,Y
2454,1,0,1,N
2455,4,0,1,Y
2456,2,0,0,N
2457,0,0,1,N
2458,1,0,1,N
2459,0,1,0,Y
2460,0,0,1,Y
2461,1,0,0,N
2462,1,0,1,Y
2463,1,1,1,Y
2464,3,0,1,Y
2465,3,0,0,Y
2466,3,0,1,Y
2467,4,0,1,Y
2468,2,0,1,N
2469,0,0,1,Y
2470,0,1,1,Y
2471,1,0,0,N
2472,1,0,0,N
2473,5,1,1,Y
2474,5,0,1,Y
2475,3,0,1,Y
2476,5,1,1,Y
2477,0,0,1,Y
2478,4,0,1,Y
2479,5,1,1,Y
2480,1,1,0,N
2481,0,0,0,N
