id,setting
2206,driving
2207,before sleep
2208,before sleep
2209,studying
2210,before sleep
2211,driving
2212,driving
2213,driving
2214,shopping
2215,dining
2216,driving
2217,walking
2218,studying
2219,walking
2220,walking
2221,studying
2222,driving
2223,watching TV
2224,walking
2225,walking
2226,shopping
2227,dining
2228,dining
2229,working
2230,working
2231,watching TV
2232,studying
2233,before sleep
2234,shopping
2235,working
2236,working
2237,waiting for bus
2238,studying
2239,watching TV
2240,waiting for bus
2241,working
2242,driving
2243,waiting for bus
2244,walking
2245,walking
2246,working
2247,waiting for bus
2248,walking
2249,driving
2250,dining
2251,driving
2252,dining
2253,waiting for bus
2254,working
2255,walking
2256,dining
2257,waiting for bus
2258,watching TV
2259,studying
2260,before sleep
2261,driving
2262,driving
2263,watching TV
2264,walking
2265,walking
2266,waiting for bus
2267,watching TV
2268,driving
2269,watching TV
2270,waiting for bus
2271,waiting for bus
2272,walking
2273,walking
2274,dining
2275,walking
2276,dining
2277,walking
2278,driving
2279,walking
2280,working
2281,watching TV
2282,waiting for bus
2283,before sleep
2284,watching TV
2285,waiting for bus
2286,driving
2287,shopping
2288,studying
2289,waiting for bus
2290,walking
2291,walking
2292,watching TV
2293,waiting for bus
2294,walking
2295,working
2296,working
2297,driving
2298,waiting for bus
2299,watching TV
2300,dining
2301,walking
2302,shopping
2303,driving
2304,driving
2305,waiting for bus
2306,before sleep
2307,driving
2308,working
2309,waiting for bus
2310,shopping
2311,waiting for bus
2312,waiting for bus
2313,driving
2314,walking
2315,driving
2316,driving
2317,watching TV
2318,studying
2319,before sleep
2320,working
2321,watching TV
2322,driving
2323,driving
2324,studying
2325,studying
2326,driving
2327,walking
2328,walking
2329,walking
2330,before sleep
2331,driving
2332,working
2333,shopping
2334,before sleep
2335,watching TV
2336,driving
2337,waiting for bus
2338,watching TV
2339,driving
2340,before sleep
2341,shopping
2342,watching TV
2343,working
2344,shopping
2345,waiting for bus
2346,dining
2347,walking
2348,driving
2349,working
2350,dining
2351,working
2352,walking
2353,studying
2354,walking
2355,walking
2356,waiting for bus
2357,waiting for bus
2358,waiting for bus
2359,waiting for bus
2360,driving
2361,driving
2362,driving
2363,walking
2364,studying
2365,shopping
2366,watching TV
2367,dining
2368,watching TV
2369,walking
2370,studying
2371,waiting for bus
2372,driving
2373,shopping
2374,walking
2375,working
2376,walking
2377,before sleep
2378,before sleep
2379,studying
2380,driving
2381,driving
2382,shopping
2383,driving
2384,walking
2385,shopping
2386,watching TV
2387,driving
2388,studying
2389,studying
2390,driving
2391,shopping
2392,walking
2393,shopping
2394,working
2395,driving
2396,studying
2397,working
2398,driving
2399,working
2400,working
2401,shopping
2402,driving
2403,shopping
2404,walking
2405,waiting for bus
2406,working
2407,dining
2408,waiting for bus
2409,walking
2410,working
2411,waiting for bus
2412,studying
2413,shopping
2414,before sleep
2415,walking
2416,before sleep
2417,walking
2418,driving
2419,walking
2420,walking
2421,waiting for bus
2422,walking
2423,watching TV
2424,walking
2425,dining
2426,driving
2427,working
2428,waiting for bus
2429,watching TV
2430,working
2431,shopping
2432,watching TV
2433,waiting for bus
2434,driving
2435,studying
2436,driving
2437,driving
2438,walking
2439,watching TV
2440,waiting for bus
2441,studying
2442,walking
2443,walking
2444,watching TV
2445,before sleep
2446,before sleep
2447,watching TV
2448,watching TV
2449,walking
2450,walking
2451,shopping
2452,watching TV
2453,walking
2454,dining
2455,studying
2456,shopping
2457,studying
2458,walking
2459,walking
2460,waiting for bus
2461,studying
2462,before sleep
2463,walking
2464,walking
2465,walking
2466,driving
2467,working
2468,before sleep
2469,shopping
2470,waiting for bus
2471,walking
2472,driving
2473,waiting for bus
2474,watching TV
2475,dining
2476,driving
2477,walking
2478,driving
2479,shopping
2480,waiting for bus
2481,dining
2482,watching TV
2483,driving
2484,walking
2485,working
2486,waiting for bus
2487,walking
2488,walking
2489,waiting for bus
2490,driving
2491,working
2492,driving
2493,waiting for bus
2494,working
2495,watching TV
2496,walking
2497,waiting for bus
2498,waiting for bus
2499,shopping
2500,driving
2501,driving
2502,before sleep
2503,driving
2504,dining
2505,walking
2506,driving
2507,dining
2508,dining
2509,waiting for bus
2510,driving
2511,waiting for bus
2512,walking
2513,watching TV
2514,dining
2515,waiting for bus
2516,driving
2517,driving
2518,shopping
2519,studying
2520,shopping
2521,walking
2522,walking
2523,dining
2524,before sleep
2525,driving
2526,studying
2527,walking
2528,dining
2529,driving
2530,watching TV
2531,before sleep
2532,shopping
2533,working
2534,studying
2535,before sleep
2536,watching TV
2537,waiting for bus
2538,waiting for bus
2539,waiting for bus
2540,before sleep
2541,walking
2542,dining
2543,shopping
2544,driving
2545,shopping
2546,walking
2547,before sleep
2548,watching TV
2549,working
2550,shopping
2551,before sleep
2552,walking
2553,driving
2554,dining
2555,shopping
2556,dining
2557,shopping
2558,working
2559,shopping
2560,watching TV
2561,studying
2562,before sleep
2563,shopping
2564,walking
2565,studying
2566,studying
2567,before sleep
2568,watching TV
2569,driving
2570,walking
2571,watching TV
2572,watching TV
2573,waiting for bus
2574,before sleep
2575,driving
2576,watching TV
2577,watching TV
2578,driving
2579,watching TV
2580,before sleep
2581,driving
2582,studying
2583,waiting for bus
2584,waiting for bus
2585,waiting for bus
2586,studying
2587,studying
2588,watching TV
2589,working
2590,dining
2591,waiting for bus
2592,waiting for bus
2593,studying
2594,walking
2595,driving
2596,working
2597,walking
2598,walking
2599,walking
2600,walking
2601,dining
2602,walking
2603,shopping
2604,shopping
2605,working
2606,working
2607,walking
2608,watching TV
2609,before sleep
2610,waiting for bus
2611,shopping
2612,studying
2613,walking
2614,driving
2615,shopping
2616,before sleep
2617,studying
2618,driving
2619,walking
2620,waiting for bus
2621,studying
2622,walking
2623,driving
2624,dining
2625,studying
2626,walking
2627,walking
2628,walking
2629,walking
2630,working
2631,driving
2632,shopping
2633,driving
2634,waiting for bus
2635,driving
2636,working
2637,walking
2638,driving
2639,walking
2640,before sleep
2641,watching TV
2642,before sleep
2643,walking
2644,waiting for bus
2645,walking
2646,studying
2647,working
2648,watching TV
2649,walking
2650,watching TV
2651,waiting for bus
2652,waiting for bus
2653,shopping
2654,walking
2655,before sleep
2656,walking
2657,working
2658,before sleep
2659,watching TV
2660,driving
2661,driving
2662,working
2663,driving
2664,studying
2665,before sleep
2666,waiting for bus
2667,driving
2668,watching TV
2669,driving
2670,watching TV
2671,working
2672,walking
2673,driving
2674,walking
2675,driving
2676,waiting for bus
2677,walking
2678,walking
2679,shopping
2680,dining
2681,walking
2682,studying
2683,studying
2684,driving
2685,studying
2686,studying
2687,waiting for bus
2688,dining
2689,walking
2690,driving
2691,driving
2692,walking
2693,driving
2694,driving
2695,dining
2696,waiting for bus
2697,walking
2698,working
2699,watching TV
2700,dining
2701,waiting for bus
2702,shopping
2703,watching TV
2704,watching TV
2705,studying
2706,waiting for bus
2707,watching TV
2708,waiting for bus
2709,shopping
2710,before sleep
2711,studying
2712,shopping
2713,watching TV
2714,watching TV
2715,driving
2716,driving
2717,watching TV
2718,shopping
2719,waiting for bus
2720,driving
2721,before sleep
2722,working
2723,working
2724,dining
2725,dining
2726,driving
2727,walking
2728,waiting for bus
2729,waiting for bus
2730,driving
2731,watching TV
2732,shopping
2733,studying
2734,working
2735,watching TV
2736,working
2737,watching TV
2738,studying
2739,walking
2740,driving
2741,walking
2742,walking
2743,driving
2744,shopping
2745,watching TV
2746,walking
2747,walking
2748,shopping
2749,walking
2750,dining
2751,studying
2752,shopping
2753,driving
2754,dining
2755,driving
2756,studying
2757,watching TV
2758,shopping
2759,walking
2760,working
2761,shopping
2762,waiting for bus
2763,working
2764,walking
2765,driving
2766,driving
2767,walking
2768,walking
2769,watching TV
2770,studying
2771,driving
2772,watching TV
2773,driving
2774,waiting for bus
2775,driving
2776,driving
2777,studying
2778,driving
2779,shopping
2780,waiting for bus
2781,waiting for bus
2782,watching TV
2783,dining
2784,walking
2785,driving
2786,shopping
2787,shopping
2788,walking
2789,driving
2790,working
2791,driving
2792,walking
2793,walking
2794,studying
2795,walking
2796,walking
2797,waiting for bus
2798,shopping
2799,before sleep
2800,before sleep
2801,shopping
2802,walking
2803,waiting for bus
2804,driving
2805,dining
2806,watching TV
2807,driving
2808,driving
2809,driving
2810,driving
2811,walking
2812,dining
2813,walking
2814,walking
2815,shopping
2816,studying
2817,driving
2818,dining
2819,walking
2820,driving
2821,before sleep
2822,watching TV
2823,dining
2824,walking
2825,driving
2826,studying
2827,driving
2828,before sleep
2829,studying
2830,walking
2831,working
2832,shopping
2833,dining
2834,driving
2835,driving
2836,walking
2837,walking
2838,driving
2839,walking
2840,walking
2841,working
2842,working
2843,studying
2844,waiting for bus
2845,walking
2846,driving
2847,walking
2848,dining
2849,driving
2850,watching TV
2851,walking
2852,waiting for bus
2853,walking
2854,driving
2855,dining
2856,dining
2857,working
2858,driving
2859,before sleep
2860,working
2861,driving
2862,waiting for bus
2863,dining
2864,studying
2865,studying
2866,walking
2867,working
2868,studying
2869,waiting for bus
2870,studying
2871,driving
2872,watching TV
2873,shopping
2874,working
2875,before sleep
2876,driving
2877,driving
2878,working
2879,before sleep
2880,walking
2881,shopping
2882,shopping
2883,shopping
2884,working
2885,walking
2886,waiting for bus
2887,driving
2888,working
2889,driving
2890,driving
2891,walking
2892,working
2893,shopping
2894,walking
2895,driving
2896,driving
2897,driving
2898,studying
2899,watching TV
2900,dining
2901,shopping
2902,walking
2903,working
2904,working
2905,shopping
2906,working
2907,shopping
2908,studying
2909,walking
2910,working
2911,driving
2912,studying
2913,walking
2914,driving
2915,shopping
2916,before sleep
2917,watching TV
2918,dining
2919,driving
2920,waiting for bus
2921,walking
2922,working
2923,driving
2924,walking
2925,shopping
2926,waiting for bus
2927,walking
2928,dining
2929,walking
2930,walking
2931,driving
2932,driving
2933,shopping
2934,studying
2935,walking
2936,watching TV
2937,shopping
2938,watching TV
2939,driving
2940,working
2941,dining
2942,studying
2943,working
2944,shopping
2945,driving
2946,driving
2947,watching TV
2948,walking
2949,driving
2950,shopping
2951,waiting for bus
2952,driving
2953,shopping
2954,dining
2955,waiting for bus
2956,studying
2957,working
2958,studying
2959,watching TV
2960,before sleep
2961,waiting for bus
2962,walking
2963,walking
2964,dining
2965,working
2966,walking
2967,walking
2968,walking
2969,driving
2970,walking
2971,before sleep
2972,working
2973,before sleep
2974,walking
2975,shopping
2976,waiting for bus
2977,walking
2978,walking
2979,working
2980,studying
2981,studying
2982,waiting for bus
2983,shopping
2984,shopping
2985,driving
2986,walking
2987,driving
2988,before sleep
2989,walking
2990,walking
2991,watching TV
2992,driving
2993,working
2994,working
2995,watching TV
2996,walking
2997,shopping
2998,studying
2999,dining
3000,watching TV
3001,driving
3002,dining
3003,waiting for bus
3004,shopping
3005,waiting for bus
3006,working
3007,driving
3008,waiting for bus
3009,waiting for bus
3010,shopping
3011,working
3012,shopping
3013,watching TV
3014,waiting for bus
3015,studying
3016,waiting for bus
3017,working
3018,walking
3019,waiting for bus
3020,driving
3021,working
3022,driving
3023,shopping
3024,working
3025,waiting for bus
3026,working
3027,waiting for bus
3028,dining
3029,watching TV
3030,driving
3031,driving
3032,shopping
3033,working
3034,driving
3035,walking
3036,dining
3037,shopping
3038,dining
3039,driving
3040,before sleep
3041,studying
3042,working
3043,dining
3044,shopping
3045,studying
3046,studying
3047,driving
3048,watching TV
3049,walking
3050,watching TV
3051,dining
3052,studying
3053,driving
3054,studying
3055,studying
3056,driving
3057,dining
3058,watching TV
3059,driving
3060,driving
3061,dining
3062,waiting for bus
3063,watching TV
3064,shopping
3065,before sleep
3066,dining
3067,studying
3068,studying
3069,shopping
3070,driving
3071,studying
3072,shopping
3073,watching TV
3074,studying
3075,watching TV
3076,walking
3077,waiting for bus
3078,watching TV
3079,studying
3080,watching TV
3081,driving
3082,shopping
3083,waiting for bus
3084,driving
3085,working
3086,walking
3087,studying
3088,working
3089,watching TV
3090,driving
3091,watching TV
3092,walking
3093,driving
3094,driving
3095,watching TV
3096,walking
3097,studying
3098,studying
3099,driving
3100,waiting for bus
3101,driving
3102,studying
3103,studying
3104,waiting for bus
3105,dining
3106,shopping
3107,shopping
3108,walking
3109,walking
3110,studying
3111,working
3112,watching TV
3113,shopping
3114,dining
3115,walking
3116,waiting for bus
3117,before sleep
3118,walking
3119,walking
3120,driving
3121,driving
3122,dining
3123,shopping
3124,studying
3125,working
3126,walking
3127,walking
3128,shopping
3129,dining
3130,before sleep
3131,studying
3132,watching TV
3133,dining
3134,before sleep
3135,before sleep
3136,walking
3137,driving
3138,walking
3139,studying
3140,walking
3141,before sleep
3142,watching TV
3143,studying
3144,before sleep
3145,driving
3146,before sleep
3147,walking
3148,dining
3149,walking
3150,watching TV
3151,driving
3152,studying
3153,studying
3154,waiting for bus
3155,driving
3156,working
3157,waiting for bus
3158,before sleep
3159,waiting for bus
3160,dining
3161,driving
3162,driving
3163,waiting for bus
3164,driving
3165,shopping
3166,walking
3167,waiting for bus
3168,before sleep
3169,shopping
3170,watching TV
3171,shopping
3172,waiting for bus
3173,working
3174,working
3175,walking
3176,driving
3177,waiting for bus
3178,watching TV
3179,dining
3180,shopping
3181,waiting for bus
3182,walking
3183,walking
3184,driving
3185,driving
3186,driving
3187,shopping
3188,driving
3189,shopping
3190,watching TV
3191,watching TV
3192,driving
3193,walking
3194,driving
3195,dining
3196,dining
3197,watching TV
3198,watching TV
3199,dining
3200,walking
3201,dining
3202,shopping
3203,driving
3204,waiting for bus
3205,studying
3206,dining
3207,dining
3208,shopping
3209,walking
3210,studying
3211,before sleep
3212,watching TV
3213,studying
3214,waiting for bus
3215,working
3216,working
3217,working
3218,dining
3219,waiting for bus
3220,studying
3221,watching TV
3222,watching TV
3223,shopping
3224,walking
3225,shopping
3226,shopping
3227,waiting for bus
3228,walking
3229,waiting for bus
3230,working
3231,walking
3232,working
3233,dining
3234,watching TV
3235,dining
3236,before sleep
3237,driving
3238,driving
3239,watching TV
3240,shopping
3241,walking
3242,working
3243,walking
3244,driving
3245,driving
3246,studying
3247,waiting for bus
3248,waiting for bus
3249,driving
3250,driving
3251,shopping
3252,dining
3253,shopping
3254,waiting for bus
3255,waiting for bus
3256,watching TV
3257,waiting for bus
3258,walking
3259,studying
3260,working
3261,driving
3262,driving
3263,before sleep
3264,dining
3265,waiting for bus
3266,walking
3267,before sleep
3268,watching TV
3269,walking
3270,watching TV
3271,walking
3272,waiting for bus
3273,walking
3274,dining
3275,driving
3276,before sleep
3277,waiting for bus
3278,waiting for bus
3279,driving
3280,driving
3281,working
3282,driving
3283,waiting for bus
3284,waiting for bus
3285,studying
3286,studying
3287,walking
3288,waiting for bus
3289,driving
3290,driving
3291,dining
3292,waiting for bus
3293,waiting for bus
3294,watching TV
3295,walking
3296,driving
3297,dining
3298,waiting for bus
3299,before sleep
3300,watching TV
3301,shopping
3302,walking
3303,before sleep
3304,waiting for bus
3305,walking
3306,driving
3307,working
3308,walking
3309,waiting for bus
3310,dining
3311,working
3312,walking
3313,dining
3314,waiting for bus
3315,shopping
3316,driving
3317,watching TV
3318,walking
3319,walking
3320,working
3321,driving
3322,dining
3323,walking
3324,studying
3325,working
3326,driving
3327,shopping
3328,driving
3329,studying
3330,driving
3331,driving
3332,driving
3333,shopping
3334,driving
3335,driving
3336,dining
3337,driving
3338,driving
3339,walking
3340,watching TV
3341,watching TV
3342,studying
3343,walking
3344,walking
3345,waiting for bus
3346,watching TV
3347,shopping
3348,watching TV
3349,walking
3350,working
3351,studying
3352,waiting for bus
3353,watching TV
3354,before sleep
3355,before sleep
3356,before sleep
3357,driving
3358,waiting for bus
3359,shopping
3360,working
3361,shopping
3362,walking
3363,studying
3364,walking
3365,walking
3366,watching TV
3367,working
3368,driving
3369,driving
3370,driving
3371,walking
3372,dining
3373,walking
3374,shopping
3375,shopping
3376,waiting for bus
3377,studying
3378,studying
3379,watching TV
3380,driving
3381,walking
3382,watching TV
3383,waiting for bus
3384,walking
3385,driving
3386,driving
3387,driving
3388,shopping
3389,driving
3390,dining
3391,working
3392,walking
3393,walking
3394,working
3395,driving
3396,waiting for bus
3397,watching TV
3398,watching TV
3399,walking
3400,waiting for bus
3401,dining
3402,walking
3403,walking
3404,working
3405,before sleep
3406,waiting for bus
3407,dining
3408,driving
3409,studying
3410,shopping
3411,shopping
3412,walking
3413,shopping
3414,shopping
3415,waiting for bus
3416,before sleep
3417,driving
3418,driving
3419,studying
3420,shopping
3421,waiting for bus
3422,waiting for bus
3423,dining
3424,walking
3425,watching TV
3426,studying
3427,studying
3428,driving
3429,shopping
3430,dining
3431,walking
3432,waiting for bus
3433,shopping
3434,before sleep
3435,working
3436,working
3437,watching TV
3438,before sleep
3439,waiting for bus
3440,driving
3441,waiting for bus
3442,walking
3443,working
3444,watching TV
3445,walking
3446,driving
3447,working
3448,dining
3449,waiting for bus
3450,walking
3451,driving
3452,working
3453,working
3454,studying
3455,shopping
3456,studying
3457,driving
3458,working
3459,driving
3460,driving
3461,before sleep
3462,waiting for bus
3463,shopping
3464,driving
3465,dining
3466,studying
3467,watching TV
3468,watching TV
3469,before sleep
3470,shopping
3471,driving
3472,driving
3473,walking
3474,working
3475,walking
3476,studying
3477,driving
3478,driving
3479,driving
3480,dining
3481,studying
3482,driving
3483,watching TV
3484,watching TV
3485,walking
3486,working
3487,dining
3488,working
3489,walking
3490,driving
3491,before sleep
3492,working
3493,waiting for bus
3494,working
3495,shopping
3496,before sleep
3497,driving
3498,walking
3499,walking
3500,shopping
3501,driving
3502,walking
3503,before sleep
3504,shopping
3505,walking
3506,walking
3507,watching TV
3508,waiting for bus
3509,studying
3510,dining
3511,working
3512,studying
3513,waiting for bus
3514,working
3515,driving
3516,studying
3517,watching TV
3518,before sleep
3519,walking
3520,walking
3521,working
3522,walking
3523,shopping
3524,walking
3525,waiting for bus
3526,driving
3527,walking
3528,dining
3529,before sleep
3530,waiting for bus
3531,shopping
3532,watching TV
3533,studying
3534,watching TV
3535,before sleep
3536,studying
3537,studying
3538,walking
3539,shopping
3540,working
3541,watching TV
3542,working
3543,walking
3544,walking
3545,waiting for bus
3546,dining
3547,shopping
3548,walking
3549,driving
3550,walking
3551,walking
3552,before sleep
3553,walking
3554,watching TV
3555,driving
3556,walking
3557,waiting for bus
3558,before sleep
3559,waiting for bus
3560,walking
3561,working
3562,dining
3563,watching TV
3564,waiting for bus
3565,dining
3566,shopping
3567,driving
3568,before sleep
3569,working
3570,walking
3571,walking
3572,waiting for bus
3573,driving
3574,working
3575,driving
3576,driving
3577,waiting for bus
3578,walking
3579,driving
3580,walking
3581,shopping
3582,walking
3583,walking
3584,before sleep
3585,driving
3586,driving
3587,studying
3588,watching TV
3589,waiting for bus
3590,driving
3591,walking
3592,waiting for bus
3593,driving
3594,studying
3595,shopping
3596,driving
3597,driving
3598,driving
3599,walking
3600,driving
3601,studying
3602,studying
3603,studying
3604,working
3605,walking
3606,studying
3607,dining
3608,waiting for bus
3609,dining
3610,driving
3611,walking
3612,driving
3613,before sleep
3614,shopping
3615,dining
3616,watching TV
3617,studying
3618,driving
3619,shopping
3620,driving
3621,walking
3622,driving
3623,walking
3624,walking
3625,waiting for bus
3626,waiting for bus
3627,walking
3628,walking
3629,working
3630,working
3631,watching TV
3632,walking
3633,working
3634,studying
3635,watching TV
3636,before sleep
3637,walking
3638,walking
3639,waiting for bus
3640,shopping
3641,driving
3642,waiting for bus
3643,waiting for bus
3644,before sleep
3645,watching TV
3646,driving
3647,shopping
3648,working
3649,shopping
3650,working
3651,driving
3652,walking
3653,walking
3654,driving
3655,walking
3656,before sleep
3657,walking
3658,walking
3659,working
3660,driving
3661,dining
3662,working
3663,walking
3664,studying
3665,shopping
3666,driving
3667,waiting for bus
3668,studying
3669,watching TV
3670,studying
3671,waiting for bus
3672,shopping
3673,shopping
3674,shopping
3675,watching TV
3676,working
3677,before sleep
3678,watching TV
3679,walking
3680,studying
3681,watching TV
3682,driving
3683,studying
3684,waiting for bus
3685,dining
3686,waiting for bus
3687,shopping
3688,driving
3689,shopping
3690,walking
3691,walking
3692,walking
3693,walking
3694,walking
3695,walking
3696,working
3697,walking
3698,studying
3699,driving
3700,working
3701,driving
3702,working
3703,watching TV
3704,studying
3705,driving
3706,driving
3707,walking
3708,watching TV
3709,shopping
3710,driving
3711,driving
3712,driving
3713,before sleep
3714,walking
3715,driving
3716,working
3717,shopping
3718,walking
3719,walking
3720,driving
3721,before sleep
3722,working
3723,driving
3724,driving
3725,studying
3726,driving
3727,studying
3728,studying
3729,working
3730,before sleep
3731,driving
3732,driving
3733,walking
3734,shopping
3735,waiting for bus
3736,waiting for bus
3737,walking
3738,walking
3739,dining
3740,waiting for bus
3741,watching TV
3742,driving
3743,walking
3744,driving
3745,studying
3746,waiting for bus
3747,shopping
3748,waiting for bus
3749,dining
3750,driving
3751,shopping
3752,studying
3753,walking
3754,studying
3755,driving
3756,walking
3757,driving
3758,walking
3759,watching TV
3760,watching TV
3761,before sleep
3762,studying
3763,before sleep
3764,waiting for bus
3765,working
3766,studying
3767,walking
3768,walking
3769,watching TV
3770,watching TV
3771,shopping
3772,walking
3773,driving
3774,before sleep
3775,shopping
3776,watching TV
3777,working
3778,waiting for bus
3779,working
3780,waiting for bus
3781,driving
3782,driving
3783,driving
3784,before sleep
3785,walking
3786,studying
3787,walking
3788,driving
3789,waiting for bus
3790,waiting for bus
3791,dining
3792,driving
3793,studying
3794,studying
3795,driving
3796,walking
3797,shopping
3798,dining
3799,waiting for bus
3800,working
3801,dining
3802,walking
3803,waiting for bus
3804,waiting for bus
3805,waiting for bus
3806,driving
3807,walking
3808,studying
3809,working
3810,driving
3811,before sleep
3812,studying
3813,dining
3814,shopping
3815,walking
3816,walking
3817,before sleep
3818,walking
3819,watching TV
3820,watching TV
3821,walking
3822,walking
3823,dining
3824,shopping
3825,watching TV
3826,studying
3827,dining
3828,watching TV
3829,driving
3830,waiting for bus
3831,working
3832,shopping
3833,working
3834,shopping
3835,walking
3836,driving
3837,walking
3838,driving
3839,working
3840,walking
3841,walking
3842,watching TV
3843,dining
3844,before sleep
3845,walking
3846,driving
3847,driving
3848,shopping
3849,studying
3850,driving
3851,walking
3852,driving
3853,before sleep
3854,working
3855,waiting for bus
3856,walking
3857,driving
3858,watching TV
3859,waiting for bus
3860,driving
3861,walking
3862,driving
3863,before sleep
3864,walking
3865,driving
3866,shopping
3867,walking
3868,driving
3869,driving
3870,working
3871,before sleep
3872,driving
3873,walking
3874,watching TV
3875,studying
3876,working
3877,dining
3878,before sleep
3879,watching TV
3880,studying
3881,walking
3882,before sleep
3883,walking
3884,watching TV
3885,before sleep
3886,shopping
3887,walking
3888,watching TV
3889,before sleep
3890,waiting for bus
3891,dining
3892,walking
3893,working
3894,shopping
3895,before sleep
3896,waiting for bus
3897,before sleep
3898,waiting for bus
3899,watching TV
3900,working
3901,working
3902,driving
3903,working
3904,dining
3905,watching TV
3906,driving
3907,before sleep
3908,watching TV
3909,walking
3910,waiting for bus
3911,shopping
3912,shopping
3913,shopping
3914,shopping
3915,walking
3916,before sleep
3917,shopping
3918,driving
3919,shopping
3920,watching TV
3921,working
3922,watching TV
3923,studying
3924,walking
3925,waiting for bus
3926,walking
3927,working
3928,waiting for bus
3929,working
3930,watching TV
3931,waiting for bus
3932,walking
3933,walking
3934,shopping
3935,watching TV
3936,studying
3937,waiting for bus
3938,waiting for bus
3939,studying
3940,watching TV
3941,waiting for bus
3942,before sleep
3943,walking
3944,shopping
3945,studying
3946,dining
3947,studying
3948,walking
3949,watching TV
3950,before sleep
3951,waiting for bus
3952,dining
3953,dining
3954,dining
3955,walking
3956,studying
3957,before sleep
3958,walking
3959,shopping
3960,shopping
3961,before sleep
3962,shopping
3963,working
3964,driving
3965,walking
3966,dining
3967,before sleep
3968,walking
3969,working
3970,shopping
3971,walking
3972,studying
3973,studying
3974,watching TV
3975,driving
3976,walking
3977,watching TV
3978,driving
3979,walking
3980,walking
3981,driving
3982,shopping
3983,studying
3984,studying
3985,shopping
3986,working
3987,waiting for bus
3988,driving
3989,waiting for bus
3990,working
3991,walking
3992,before sleep
3993,walking
3994,working
3995,walking
3996,driving
3997,driving
3998,driving
3999,dining
4000,before sleep
4001,dining
4002,shopping
4003,working
4004,studying
4005,watching TV
4006,shopping
4007,working
4008,studying
4009,waiting for bus
4010,driving
4011,driving
4012,driving
4013,working
4014,before sleep
4015,watching TV
4016,driving
4017,waiting for bus
4018,walking
4019,before sleep
4020,working
4021,walking
4022,working
4023,driving
4024,before sleep
4025,walking
4026,working
4027,walking
4028,waiting for bus
4029,driving
4030,shopping
4031,studying
4032,shopping
4033,walking
4034,shopping
4035,driving
4036,waiting for bus
4037,before sleep
4038,driving
4039,before sleep
4040,watching TV
4041,before sleep
4042,waiting for bus
4043,shopping
4044,working
4045,dining
4046,waiting for bus
4047,walking
4048,walking
4049,dining
4050,shopping
4051,driving
4052,shopping
4053,shopping
4054,working
4055,waiting for bus
4056,walking
4057,studying
4058,dining
4059,dining
4060,waiting for bus
4061,dining
4062,walking
4063,walking
4064,watching TV
4065,before sleep
4066,waiting for bus
4067,walking
4068,driving
4069,watching TV
4070,studying
4071,shopping
4072,walking
4073,dining
4074,working
4075,before sleep
4076,driving
4077,waiting for bus
4078,driving
4079,before sleep
4080,before sleep
4081,walking
4082,walking
4083,before sleep
4084,shopping
4085,watching TV
4086,shopping
4087,driving
4088,before sleep
4089,working
4090,shopping
4091,walking
4092,studying
4093,waiting for bus
4094,driving
4095,studying
4096,studying
4097,driving
4098,shopping
4099,walking
4100,walking
4101,watching TV
4102,working
4103,walking
4104,dining
4105,driving
4106,driving
4107,shopping
4108,waiting for bus
4109,shopping
4110,shopping
4111,walking
4112,working
4113,walking
4114,studying
4115,waiting for bus
4116,studying
4117,walking
4118,driving
4119,watching TV
4120,waiting for bus
4121,driving
4122,walking
4123,walking
4124,walking
4125,driving
4126,watching TV
4127,driving
4128,shopping
4129,shopping
4130,driving
4131,waiting for bus
4132,waiting for bus
4133,driving
4134,driving
4135,waiting for bus
4136,walking
4137,driving
4138,walking
4139,working
4140,waiting for bus
4141,walking
4142,dining
4143,shopping
4144,before sleep
4145,working
4146,before sleep
4147,walking
4148,dining
4149,watching TV
4150,studying
4151,studying
4152,walking
4153,dining
4154,walking
4155,driving
4156,working
4157,watching TV
4158,watching TV
4159,driving
4160,studying
4161,shopping
4162,studying
4163,waiting for bus
4164,walking
4165,dining
4166,studying
4167,working
4168,dining
4169,studying
4170,watching TV
4171,driving
4172,shopping
4173,walking
4174,shopping
4175,watching TV
4176,walking
4177,shopping
4178,watching TV
4179,watching TV
4180,working
4181,shopping
4182,shopping
4183,walking
4184,working
4185,before sleep
4186,shopping
4187,driving
4188,walking
4189,working
4190,driving
4191,working
4192,dining
4193,driving
4194,working
4195,working
4196,walking
4197,shopping
4198,dining
4199,shopping
4200,shopping
4201,driving
4202,before sleep
4203,watching TV
4204,studying
4205,watching TV
4206,dining
4207,studying
4208,waiting for bus
4209,watching TV
4210,driving
4211,watching TV
4212,driving
4213,driving
4214,walking
4215,walking
4216,driving
4217,shopping
4218,studying
4219,walking
4220,walking
4221,before sleep
4222,watching TV
4223,working
4224,waiting for bus
4225,driving
4226,dining
4227,driving
4228,waiting for bus
4229,before sleep
4230,watching TV
4231,waiting for bus
4232,working
4233,shopping
4234,waiting for bus
4235,shopping
4236,dining
4237,watching TV
4238,shopping
4239,studying
4240,driving
4241,watching TV
4242,driving
4243,walking
4244,driving
4245,before sleep
4246,waiting for bus
4247,shopping
4248,waiting for bus
4249,driving
4250,before sleep
4251,walking
4252,watching TV
4253,waiting for bus
4254,working
4255,dining
4256,before sleep
4257,walking
4258,driving
4259,before sleep
4260,waiting for bus
4261,shopping
4262,walking
4263,walking
4264,walking
4265,watching TV
4266,walking
