id,gender,test taker
1996,male,N
1997,female,Y
1998,female,N
1999,male,Y
2000,male,Y
2001,female,N
2002,male,Y
2003,female,N
2004,female,N
2005,male,Y
2006,female,N
2007,female,Y
2008,female,N
2009,female,N
2010,male,Y
2011,male,Y
2012,female,N
2013,male,Y
2014,male,Y
2015,female,N
2016,female,N
2017,female,N
2018,male,N
2019,female,N
2020,male,Y
2021,female,N
2022,female,N
2023,female,N
2024,female,N
2025,female,Y
2026,female,Y
2027,male,Y
2028,female,N
2029,male,Y
2030,male,N
2031,female,N
2032,female,N
2033,female,Y
2034,female,Y
2035,female,N
2036,female,Y
2037,male,Y
2038,male,Y
2039,female,N
2040,male,Y
2041,female,N
2042,male,N
2043,male,Y
2044,female,N
2045,female,N
2046,female,N
2047,female,N
2048,male,Y
2049,male,Y
2050,female,Y
2051,female,N
2052,male,Y
2053,female,N
2054,male,N
2055,male,Y
2056,male,N
2057,male,N
2058,female,N
2059,female,N
2060,female,N
2061,male,N
2062,female,N
2063,female,N
2064,female,N
2065,male,N
2066,male,Y
2067,male,N
2068,male,Y
2069,male,Y
2070,male,Y
2071,male,Y
2072,female,N
2073,female,N
2074,male,Y
2075,female,Y
2076,male,Y
2077,female,N
2078,female,N
2079,male,Y
2080,male,Y
2081,male,Y
2082,female,N
2083,female,N
2084,female,N
2085,male,Y
2086,female,Y
2087,male,Y
2088,male,Y
2089,female,N
2090,female,Y
2091,female,Y
2092,female,Y
2093,male,Y
2094,female,N
2095,female,Y
2096,female,N
2097,female,N
2098,female,N
2099,female,N
2100,female,N
2101,male,Y
2102,female,N
2103,male,Y
2104,male,Y
2105,male,Y
2106,male,N
2107,female,N
2108,female,Y
2109,female,N
2110,male,Y
2111,male,Y
2112,male,Y
2113,male,N
2114,female,Y
2115,female,N
2116,male,Y
2117,female,Y
2118,female,N
2119,female,N
2120,female,Y
2121,female,N
2122,female,N
2123,male,Y
2124,male,Y
2125,female,N
2126,female,N
2127,male,Y
2128,female,Y
2129,female,Y
2130,female,Y
2131,female,N
2132,male,Y
2133,female,N
2134,male,N
2135,male,N
2136,female,N
2137,female,N
2138,female,N
2139,female,N
2140,male,Y
2141,female,N
2142,male,Y
2143,female,Y
2144,male,Y
2145,female,N
2146,female,Y
2147,female,Y
2148,female,Y
2149,male,Y
2150,male,N
2151,female,N
2152,female,N
2153,male,Y
2154,female,N
2155,male,N
2156,female,N
2157,male,N
2158,male,Y
2159,male,N
2160,male,Y
2161,female,N
2162,female,Y
2163,male,Y
2164,male,Y
2165,female,N
2166,female,N
2167,male,Y
2168,male,Y
2169,female,N
2170,female,Y
2171,male,Y
2172,male,Y
2173,female,N
2174,female,N
2175,female,N
2176,male,Y
2177,male,N
2178,female,N
2179,female,Y
2180,male,Y
2181,male,Y
2182,female,Y
2183,female,N
2184,female,N
2185,female,N
2186,female,N
2187,male,Y
2188,female,N
2189,female,N
2190,female,Y
2191,male,Y
2192,female,Y
2193,female,N
2194,female,Y
2195,female,N
2196,female,N
2197,female,N
2198,female,N
2199,female,N
2200,female,N
2201,female,N
2202,female,N
2203,female,Y
2204,female,N
2205,female,N
2206,female,Y
2207,male,Y
2208,female,N
2209,female,N
2210,female,N
2211,female,N
2212,female,Y
2213,female,Y
2214,male,Y
2215,female,N
2216,female,N
2217,female,N
2218,male,Y
2219,male,Y
2220,male,Y
2221,female,N
2222,female,N
2223,female,N
2224,female,N
2225,female,Y
2226,female,Y
2227,female,N
2228,male,Y
2229,male,Y
2230,male,Y
2231,female,Y
2232,female,N
2233,female,Y
2234,male,Y
2235,male,N
2236,male,Y
2237,male,Y
2238,female,N
2239,male,Y
2240,male,Y
2241,male,Y
2242,male,Y
2243,female,N
2244,male,Y
2245,female,N
2246,male,Y
2247,female,N
2248,male,Y
2249,male,N
2250,female,N
2251,female,N
2252,female,N
2253,female,Y
2254,male,N
2255,female,N
2256,female,N
2257,female,N
2258,female,N
2259,male,Y
2260,female,N
2261,male,Y
2262,female,Y
2263,male,Y
2264,male,Y
2265,male,Y
2266,male,Y
2267,male,Y
2268,male,Y
2269,female,N
2270,male,N
2271,male,Y
2272,female,N
2273,female,Y
2274,female,Y
2275,male,Y
2276,female,N
2277,male,Y
2278,female,N
2279,female,N
2280,female,N
2281,female,Y
2282,female,N
2283,male,Y
2284,male,Y
2285,male,N
2286,male,Y
2287,male,Y
2288,male,N
2289,female,N
2290,male,Y
2291,female,N
2292,female,Y
2293,female,N
2294,female,Y
2295,female,N
2296,female,Y
2297,female,N
2298,female,N
2299,female,N
2300,female,N
2301,male,Y
2302,male,Y
2303,female,N
2304,female,N
2305,female,N
2306,female,Y
2307,male,Y
2308,male,Y
2309,female,N
2310,male,N
2311,male,N
2312,female,N
2313,male,Y
2314,female,N
2315,female,N
2316,female,N
2317,female,N
2318,female,N
2319,male,Y
2320,male,Y
2321,male,Y
2322,female,N
2323,female,N
2324,female,N
2325,female,N
2326,male,Y
2327,female,N
2328,male,N
2329,male,N
2330,male,N
2331,female,Y
2332,male,N
2333,female,Y
2334,female,Y
2335,female,Y
2336,female,Y
2337,female,Y
2338,female,N
2339,female,N
2340,female,Y
2341,female,Y
2342,male,Y
2343,female,Y
2344,male,N
2345,female,Y
2346,male,N
2347,female,N
2348,female,Y
2349,male,Y
2350,male,N
2351,female,Y
2352,female,N
2353,female,N
2354,male,Y
2355,male,Y
2356,female,N
2357,male,Y
2358,female,N
2359,female,Y
2360,female,N
2361,male,N
2362,male,N
2363,male,Y
2364,female,Y
2365,female,Y
2366,female,N
2367,male,Y
2368,male,Y
2369,female,N
2370,male,N
2371,female,N
2372,female,N
2373,female,Y
2374,female,Y
2375,male,Y
2376,female,N
2377,male,Y
2378,female,Y
2379,male,Y
2380,female,Y
2381,female,N
2382,male,Y
2383,male,Y
2384,female,N
2385,female,N
2386,female,N
2387,male,Y
2388,female,N
2389,male,Y
2390,female,Y
2391,female,Y
2392,female,Y
2393,female,N
2394,male,Y
2395,female,N
2396,male,Y
2397,female,N
2398,male,Y
2399,female,N
2400,male,Y
2401,female,Y
2402,male,N
2403,male,Y
2404,male,Y
2405,female,N
2406,female,N
2407,male,Y
2408,male,Y
2409,male,Y
2410,female,Y
2411,female,N
2412,female,N
2413,female,N
2414,female,N
2415,female,Y
2416,female,Y
2417,female,Y
2418,male,Y
2419,female,N
2420,female,Y
2421,female,N
2422,female,N
2423,female,Y
2424,female,Y
2425,female,Y
2426,female,N
2427,female,Y
2428,male,Y
2429,male,Y
2430,female,N
2431,female,Y
2432,female,N
2433,female,Y
2434,female,Y
2435,male,Y
2436,male,N
2437,female,N
2438,male,N
2439,female,N
2440,female,Y
2441,male,Y
2442,male,N
2443,female,Y
2444,female,Y
2445,female,Y
2446,male,Y
2447,male,Y
2448,female,N
2449,male,Y
2450,female,N
2451,female,N
2452,male,N
2453,male,N
2454,female,N
2455,female,Y
2456,female,N
2457,female,Y
2458,male,N
2459,female,Y
2460,male,Y
2461,male,Y
2462,female,N
2463,female,Y
2464,female,N
2465,male,Y
2466,female,Y
2467,male,Y
2468,female,N
2469,male,Y
2470,female,N
2471,male,Y
2472,female,N
2473,male,N
2474,male,Y
2475,male,Y
2476,male,Y
2477,female,N
2478,female,N
2479,female,Y
2480,male,Y
2481,male,N
2482,female,Y
2483,female,Y
2484,male,Y
2485,male,Y
2486,male,Y
2487,female,N
2488,female,Y
2489,female,N
2490,male,Y
2491,male,Y
2492,female,N
2493,female,N
2494,male,Y
2495,female,N
2496,male,Y
2497,female,Y
2498,female,Y
2499,male,N
2500,male,N
2501,female,N
2502,male,Y
2503,female,N
2504,female,Y
2505,female,N
2506,female,N
2507,male,Y
2508,female,Y
2509,female,N
2510,female,N
2511,male,Y
2512,female,N
2513,male,Y
2514,female,N
2515,male,N
2516,female,Y
2517,female,N
2518,male,Y
2519,male,Y
2520,female,N
2521,female,N
2522,female,Y
2523,male,Y
2524,female,N
2525,male,Y
2526,male,Y
2527,female,Y
2528,male,Y
2529,male,N
2530,male,Y
2531,male,Y
2532,female,Y
2533,female,N
2534,female,N
2535,female,N
2536,female,Y
2537,male,N
2538,female,N
2539,female,Y
2540,female,N
2541,female,Y
2542,female,N
2543,male,Y
2544,male,Y
2545,female,N
2546,female,N
2547,female,N
2548,female,N
2549,female,Y
2550,female,Y
2551,male,Y
2552,female,Y
2553,female,N
2554,male,N
2555,female,N
2556,female,N
2557,female,Y
2558,female,N
2559,male,Y
2560,male,N
2561,female,N
2562,female,N
2563,female,N
2564,female,Y
2565,male,Y
2566,male,Y
2567,female,Y
2568,female,N
2569,male,Y
2570,male,Y
2571,male,Y
2572,female,N
2573,female,Y
2574,female,Y
2575,female,N
2576,male,Y
2577,female,N
2578,female,N
2579,female,Y
2580,female,N
2581,female,N
2582,female,Y
2583,male,Y
2584,male,Y
2585,female,N
2586,female,N
2587,female,N
2588,female,N
2589,female,N
2590,female,N
2591,male,N
2592,female,Y
2593,male,N
2594,female,N
2595,male,Y
2596,male,Y
2597,female,N
2598,female,N
2599,female,N
2600,female,N
2601,female,N
2602,male,Y
2603,female,N
2604,female,N
2605,female,N
2606,female,N
2607,female,Y
2608,female,N
2609,female,Y
2610,female,N
2611,female,N
2612,male,Y
2613,male,Y
2614,female,N
2615,female,N
2616,male,Y
2617,male,Y
2618,male,Y
2619,male,Y
2620,male,N
2621,female,N
2622,female,N
2623,female,N
2624,female,N
2625,female,N
2626,male,N
2627,female,N
2628,female,N
2629,female,N
2630,female,Y
2631,female,N
2632,female,N
2633,male,Y
2634,male,Y
2635,female,Y
2636,female,N
2637,female,N
2638,female,Y
2639,female,N
2640,female,N
2641,male,Y
2642,female,N
2643,female,N
2644,female,Y
2645,female,N
2646,female,N
2647,male,N
2648,male,Y
2649,male,Y
2650,female,N
2651,male,Y
2652,female,Y
2653,female,N
2654,male,Y
2655,female,N
2656,male,Y
2657,male,Y
2658,female,N
2659,female,N
2660,female,N
2661,female,N
2662,female,N
2663,male,Y
2664,male,Y
2665,female,N
2666,female,N
2667,male,N
2668,female,N
2669,female,N
2670,male,Y
2671,male,Y
2672,female,N
2673,male,Y
2674,female,N
2675,female,Y
2676,female,Y
2677,female,N
2678,male,Y
2679,female,N
2680,male,Y
2681,male,Y
2682,male,Y
2683,male,Y
2684,female,N
2685,male,Y
2686,male,N
2687,female,N
2688,male,Y
2689,female,N
2690,male,Y
2691,male,Y
2692,female,N
2693,female,Y
2694,male,Y
2695,female,N
2696,female,Y
2697,female,N
2698,male,Y
2699,female,N
2700,male,Y
2701,female,N
2702,female,N
2703,female,Y
2704,female,N
2705,female,N
2706,female,N
2707,female,N
2708,male,Y
2709,male,Y
2710,female,Y
2711,female,Y
2712,male,Y
2713,male,Y
2714,female,N
2715,female,N
2716,male,Y
2717,female,Y
2718,female,Y
2719,female,N
2720,male,Y
2721,female,N
2722,female,N
2723,female,N
2724,female,N
2725,male,Y
2726,female,N
2727,male,Y
2728,male,Y
2729,female,N
2730,male,Y
2731,male,Y
2732,male,Y
2733,female,N
2734,female,N
2735,male,Y
2736,male,Y
2737,female,N
2738,female,Y
2739,female,N
2740,female,Y
2741,male,Y
2742,male,Y
2743,female,Y
2744,male,Y
2745,female,N
2746,male,N
2747,female,N
2748,female,N
2749,male,Y
2750,female,Y
2751,female,N
2752,female,N
2753,female,Y
2754,male,Y
2755,male,Y
2756,female,N
2757,female,N
2758,female,N
2759,female,N
2760,male,Y
2761,female,N
2762,female,N
2763,male,Y
2764,male,Y
2765,female,N
2766,female,Y
2767,male,Y
2768,female,Y
2769,male,Y
2770,female,N
2771,female,N
2772,male,Y
2773,male,Y
2774,female,Y
2775,female,N
2776,female,N
2777,male,Y
2778,male,Y
2779,male,Y
2780,male,N
2781,male,N
2782,female,N
2783,male,Y
2784,male,Y
2785,female,N
2786,male,Y
2787,female,Y
2788,female,N
2789,female,N
2790,female,Y
2791,male,Y
2792,female,N
2793,female,Y
2794,female,N
2795,female,Y
2796,male,Y
2797,male,Y
2798,female,N
2799,male,Y
2800,female,Y
2801,male,Y
2802,female,Y
2803,female,N
2804,female,N
2805,female,N
2806,female,N
2807,male,Y
2808,female,N
2809,female,N
2810,female,N
2811,female,N
2812,female,Y
2813,female,N
2814,male,Y
2815,male,Y
2816,female,N
2817,male,Y
2818,female,N
2819,male,Y
2820,female,Y
2821,female,N
2822,male,Y
2823,female,N
2824,female,N
2825,female,N
2826,female,N
2827,female,Y
2828,male,Y
2829,male,Y
2830,female,N
2831,female,N
2832,female,N
2833,female,N
2834,female,N
2835,female,N
2836,male,Y
2837,female,Y
2838,female,N
2839,female,Y
2840,female,N
2841,female,N
2842,female,N
2843,male,N
2844,female,N
2845,male,Y
2846,male,Y
2847,female,N
2848,male,Y
2849,male,Y
2850,female,N
2851,male,Y
2852,female,N
2853,female,Y
2854,male,Y
2855,female,N
2856,female,N
2857,female,N
2858,male,Y
2859,male,N
2860,female,Y
2861,female,N
2862,female,N
2863,male,Y
2864,female,Y
2865,male,Y
2866,male,Y
2867,female,Y
2868,female,Y
2869,female,N
2870,male,Y
2871,female,Y
2872,female,Y
2873,female,Y
2874,male,Y
2875,female,N
2876,female,Y
2877,female,Y
2878,female,N
2879,male,Y
2880,female,Y
2881,female,Y
2882,female,N
2883,male,Y
2884,female,N
2885,male,Y
2886,female,N
2887,female,N
2888,female,N
2889,female,N
2890,female,N
2891,female,Y
2892,female,N
2893,female,N
2894,female,Y
2895,female,Y
2896,female,N
2897,male,Y
2898,male,Y
2899,female,Y
2900,female,N
2901,female,N
2902,female,N
2903,female,Y
2904,female,N
2905,female,N
2906,female,N
2907,male,Y
2908,female,N
2909,male,N
2910,female,N
2911,female,Y
2912,female,N
2913,male,Y
2914,male,Y
2915,female,N
2916,female,N
2917,male,N
2918,female,N
2919,male,Y
2920,female,N
2921,male,Y
2922,male,Y
2923,male,Y
2924,female,N
2925,female,N
2926,male,Y
2927,male,Y
2928,female,N
2929,female,Y
2930,female,N
2931,female,N
2932,female,Y
2933,female,N
2934,female,N
2935,male,Y
2936,female,N
2937,female,N
2938,female,N
2939,female,N
2940,female,N
2941,female,N
2942,male,Y
2943,male,Y
2944,female,N
2945,female,Y
2946,female,N
2947,male,Y
2948,female,N
2949,female,N
2950,female,N
2951,female,Y
2952,male,Y
2953,female,N
2954,male,Y
2955,male,Y
2956,female,N
2957,female,N
2958,female,Y
2959,female,Y
2960,female,N
2961,male,Y
2962,male,Y
2963,female,N
2964,female,N
2965,female,Y
2966,female,N
2967,female,Y
2968,male,Y
2969,female,Y
2970,male,Y
2971,male,Y
2972,male,N
2973,female,N
2974,male,Y
2975,female,Y
2976,female,Y
2977,male,Y
2978,female,N
2979,female,N
2980,female,Y
2981,female,N
2982,female,N
2983,female,N
2984,female,Y
2985,male,Y
2986,female,N
2987,female,N
2988,male,N
2989,female,N
2990,female,N
2991,male,Y
2992,male,Y
2993,female,N
2994,male,Y
2995,female,Y
2996,male,N
2997,male,Y
2998,female,Y
2999,female,N
3000,female,N
3001,female,Y
3002,female,N
3003,male,Y
3004,female,N
3005,male,Y
3006,female,N
3007,female,Y
3008,male,N
3009,female,N
3010,male,Y
3011,male,N
3012,female,Y
3013,female,Y
3014,female,N
3015,female,N
3016,female,N
3017,female,Y
3018,female,Y
3019,female,N
3020,female,N
3021,female,N
3022,female,N
3023,male,Y
3024,male,Y
3025,female,N
3026,male,Y
3027,male,Y
3028,female,Y
3029,male,N
3030,male,Y
3031,female,N
3032,male,Y
3033,male,Y
3034,male,Y
3035,female,N
3036,male,Y
3037,male,Y
3038,male,Y
3039,female,N
3040,male,Y
3041,male,Y
3042,female,N
3043,male,Y
3044,male,Y
3045,female,Y
3046,female,N
3047,female,N
3048,male,Y
3049,male,Y
3050,female,N
3051,female,N
3052,female,N
3053,male,Y
3054,female,N
3055,male,Y
3056,male,Y
3057,female,N
3058,female,N
3059,female,N
3060,female,N
3061,male,Y
3062,female,N
3063,male,Y
3064,female,N
3065,female,N
3066,female,N
3067,female,N
3068,male,Y
3069,female,Y
3070,female,Y
3071,male,Y
3072,male,N
3073,female,N
3074,female,N
3075,female,N
3076,female,Y
3077,female,N
3078,female,N
3079,female,N
3080,female,N
3081,male,Y
3082,male,Y
3083,male,Y
3084,female,N
3085,male,Y
3086,male,Y
3087,female,N
3088,female,Y
3089,male,Y
3090,male,N
3091,female,N
3092,female,Y
3093,male,Y
3094,female,N
3095,male,Y
3096,male,N
3097,female,Y
3098,female,N
3099,male,Y
3100,male,Y
3101,female,Y
3102,female,N
3103,female,N
3104,female,N
3105,male,Y
3106,female,N
3107,male,Y
3108,female,N
3109,female,N
3110,female,Y
3111,female,N
3112,female,Y
3113,male,Y
3114,male,Y
3115,male,Y
3116,male,N
3117,female,Y
3118,male,Y
3119,male,Y
3120,male,Y
3121,male,Y
3122,female,Y
3123,male,N
3124,female,N
3125,male,N
3126,male,Y
3127,male,Y
3128,male,Y
3129,female,N
3130,male,Y
3131,female,N
3132,female,Y
3133,male,N
3134,female,N
3135,female,N
3136,female,N
3137,male,N
3138,female,Y
3139,male,Y
3140,female,Y
3141,male,Y
3142,female,N
3143,female,N
3144,female,N
3145,female,N
3146,female,N
3147,female,N
3148,male,Y
3149,male,Y
3150,male,Y
3151,female,Y
3152,male,Y
3153,female,N
3154,male,Y
3155,male,N
3156,female,N
3157,female,N
3158,female,Y
3159,male,Y
3160,female,N
3161,female,N
3162,male,Y
3163,female,Y
3164,female,N
3165,female,N
3166,female,N
3167,female,N
3168,male,Y
3169,female,N
3170,male,N
3171,female,Y
3172,female,N
3173,female,N
3174,male,Y
3175,female,Y
3176,female,N
3177,male,Y
3178,female,Y
3179,male,Y
3180,female,N
3181,male,N
3182,male,Y
3183,male,Y
3184,female,N
3185,female,N
3186,male,Y
3187,female,N
3188,male,Y
3189,male,Y
3190,female,N
3191,female,Y
3192,female,N
3193,male,Y
3194,female,N
3195,female,Y
3196,male,Y
3197,male,Y
3198,male,Y
3199,female,Y
3200,female,N
3201,male,N
3202,female,N
3203,male,Y
3204,female,N
3205,female,N
3206,female,N
3207,female,N
3208,female,N
3209,male,Y
3210,female,Y
3211,female,N
3212,female,N
3213,female,N
3214,female,N
3215,female,N
3216,female,N
3217,female,Y
3218,female,N
3219,male,Y
3220,female,N
3221,female,N
3222,male,Y
3223,female,N
3224,male,Y
3225,male,Y
3226,female,N
3227,male,Y
3228,female,N
3229,female,N
3230,male,Y
3231,male,Y
3232,male,Y
3233,male,N
3234,female,N
3235,female,N
3236,female,N
3237,male,N
3238,male,Y
3239,female,N
3240,male,Y
3241,female,N
3242,female,N
3243,female,N
3244,female,N
3245,female,Y
3246,female,N
3247,female,Y
3248,male,Y
3249,male,Y
3250,female,N
3251,male,N
3252,female,N
3253,female,Y
3254,female,Y
3255,female,N
3256,female,N
3257,male,Y
3258,male,Y
3259,male,Y
3260,female,N
3261,female,N
3262,female,N
3263,female,N
3264,male,Y
3265,female,N
3266,female,N
3267,male,Y
3268,female,N
3269,female,N
3270,female,N
3271,male,Y
3272,female,Y
3273,female,N
3274,male,Y
3275,male,Y
3276,female,Y
3277,male,Y
3278,male,Y
3279,female,N
3280,female,N
3281,male,Y
3282,female,Y
3283,male,Y
3284,male,Y
3285,female,N
3286,male,N
3287,female,N
3288,female,Y
3289,male,Y
3290,male,Y
3291,female,N
3292,female,N
3293,male,Y
3294,female,Y
3295,female,Y
3296,male,Y
3297,female,N
3298,female,Y
3299,male,Y
3300,female,N
3301,female,N
3302,female,N
3303,female,N
3304,male,N
3305,female,N
3306,female,N
3307,female,N
3308,female,N
3309,male,Y
3310,male,N
3311,female,Y
3312,female,N
3313,male,Y
3314,female,Y
3315,female,N
3316,female,Y
3317,female,Y
3318,male,Y
3319,male,Y
3320,male,N
3321,female,Y
3322,male,Y
3323,male,Y
3324,male,Y
3325,female,Y
3326,female,N
3327,female,Y
3328,female,N
3329,female,Y
3330,female,N
3331,female,N
3332,female,N
3333,female,N
3334,female,N
3335,female,Y
3336,female,N
3337,male,Y
3338,female,N
3339,female,Y
3340,female,Y
3341,female,N
3342,female,N
3343,female,N
3344,male,Y
3345,female,N
3346,male,Y
3347,female,N
3348,female,N
3349,male,Y
3350,male,Y
3351,female,N
3352,female,N
3353,male,Y
3354,female,N
3355,female,N
3356,male,N
3357,female,Y
3358,female,N
3359,female,N
3360,female,N
3361,female,N
3362,female,N
3363,female,N
3364,female,N
3365,female,N
3366,female,N
3367,female,Y
3368,female,N
3369,female,N
3370,female,N
3371,female,Y
3372,female,Y
3373,female,N
3374,female,N
3375,female,N
3376,male,Y
3377,female,Y
3378,male,Y
3379,male,Y
3380,female,N
3381,female,N
3382,female,N
3383,male,Y
3384,male,Y
3385,male,Y
3386,male,N
3387,female,N
3388,female,N
3389,female,Y
3390,female,N
3391,male,Y
3392,female,N
3393,female,N
3394,male,Y
3395,female,N
3396,male,Y
3397,male,Y
3398,male,Y
3399,male,Y
3400,male,Y
3401,female,N
3402,female,N
3403,male,Y
3404,male,Y
3405,female,Y
3406,female,N
3407,male,Y
3408,female,N
3409,female,Y
3410,female,Y
3411,male,Y
3412,female,Y
3413,female,N
3414,female,Y
3415,male,Y
3416,female,Y
3417,male,Y
3418,male,Y
3419,male,Y
3420,female,N
3421,female,N
3422,female,N
3423,female,N
3424,female,Y
3425,female,N
3426,female,N
3427,female,N
3428,female,N
3429,male,Y
3430,female,Y
3431,male,Y
3432,male,Y
3433,female,N
3434,female,N
3435,male,Y
3436,female,Y
3437,female,Y
3438,female,Y
3439,female,N
3440,male,Y
3441,female,N
3442,female,Y
3443,female,N
3444,female,N
3445,male,Y
3446,female,Y
3447,male,Y
3448,male,Y
3449,female,N
3450,female,N
3451,female,Y
3452,female,Y
3453,female,N
3454,male,N
3455,female,N
3456,female,N
3457,male,Y
3458,female,N
3459,female,N
3460,male,N
3461,female,N
3462,male,N
3463,male,Y
3464,male,Y
3465,female,N
3466,male,Y
3467,female,Y
3468,female,N
3469,female,N
3470,male,Y
3471,male,Y
3472,male,Y
3473,male,Y
3474,male,N
3475,female,N
3476,female,Y
3477,male,N
3478,male,Y
3479,male,Y
3480,female,N
3481,female,N
3482,male,Y
3483,female,N
3484,female,N
3485,male,N
3486,female,N
3487,female,N
3488,female,N
3489,female,N
3490,female,N
3491,female,N
3492,female,N
3493,female,N
3494,female,Y
3495,female,N
3496,female,N
3497,male,Y
3498,male,Y
3499,female,N
3500,male,Y
3501,female,N
3502,female,N
3503,female,Y
3504,female,N
3505,male,N
3506,male,Y
3507,female,N
3508,female,N
3509,female,N
3510,female,N
3511,male,Y
3512,female,N
3513,female,Y
3514,female,N
3515,female,N
3516,female,Y
3517,female,N
3518,female,Y
3519,male,Y
3520,male,Y
3521,female,N
3522,female,Y
3523,male,Y
3524,male,N
3525,male,N
3526,female,N
3527,female,N
3528,male,Y
3529,male,Y
3530,female,Y
3531,male,N
3532,female,N
3533,male,Y
3534,female,N
3535,female,N
3536,female,N
3537,female,N
3538,male,Y
3539,female,Y
3540,female,Y
3541,male,Y
3542,female,Y
3543,male,Y
3544,female,Y
3545,female,Y
3546,male,Y
3547,female,N
3548,female,N
3549,female,N
3550,male,Y
3551,male,Y
3552,male,N
3553,male,Y
3554,male,Y
3555,male,Y
3556,male,Y
3557,female,N
3558,female,N
3559,male,Y
3560,male,Y
3561,female,Y
3562,female,N
3563,female,Y
3564,female,N
3565,male,Y
3566,female,Y
3567,female,N
3568,female,N
3569,female,N
3570,male,Y
3571,female,Y
3572,male,Y
3573,male,Y
3574,female,N
3575,male,Y
3576,female,Y
3577,male,Y
3578,female,N
3579,female,Y
3580,male,N
3581,male,Y
3582,female,N
3583,female,N
3584,female,N
3585,female,Y
3586,male,Y
3587,male,Y
3588,female,Y
3589,female,N
3590,female,N
3591,male,Y
3592,female,N
3593,female,N
3594,female,N
3595,male,N
3596,female,N
3597,male,Y
3598,female,N
3599,male,Y
3600,female,N
3601,female,N
3602,male,Y
3603,female,N
3604,female,N
3605,female,N
3606,male,N
3607,female,N
3608,female,N
3609,female,N
3610,male,Y
3611,male,Y
3612,female,Y
3613,male,Y
3614,male,Y
3615,male,Y
3616,female,Y
3617,male,N
3618,female,N
3619,male,Y
3620,male,Y
3621,female,N
3622,male,N
3623,female,N
3624,female,N
3625,female,N
3626,male,Y
3627,male,Y
3628,female,Y
3629,female,N
3630,female,N
3631,female,N
3632,male,Y
3633,female,N
3634,female,N
3635,female,Y
3636,female,Y
3637,female,N
3638,female,N
3639,female,N
3640,male,N
3641,male,Y
3642,male,Y
3643,male,N
3644,female,N
3645,female,Y
3646,female,N
3647,male,Y
3648,male,Y
3649,female,N
3650,female,N
3651,female,N
3652,female,N
3653,female,N
3654,male,Y
3655,male,Y
3656,female,N
3657,male,Y
3658,female,N
3659,female,Y
3660,female,N
3661,male,Y
3662,male,Y
3663,male,Y
3664,female,Y
3665,female,N
3666,female,N
3667,male,N
3668,female,N
3669,male,N
3670,female,N
3671,male,Y
3672,female,N
3673,female,N
3674,female,N
3675,female,N
3676,female,Y
3677,female,Y
3678,male,Y
3679,female,N
3680,female,N
3681,female,Y
3682,female,N
3683,female,Y
3684,female,N
3685,female,N
3686,male,Y
3687,male,N
3688,female,Y
3689,male,Y
3690,female,N
3691,female,N
3692,female,Y
3693,female,N
3694,female,N
3695,male,Y
3696,male,Y
3697,male,Y
3698,female,N
3699,female,N
3700,male,Y
3701,female,N
3702,female,N
3703,female,Y
3704,female,N
3705,female,Y
3706,female,N
3707,female,Y
3708,male,Y
3709,female,N
3710,female,N
3711,female,Y
3712,male,N
3713,male,Y
3714,female,Y
3715,female,N
3716,female,N
3717,female,N
3718,female,N
3719,female,N
3720,female,Y
3721,female,N
3722,female,N
3723,male,Y
3724,male,N
3725,female,N
3726,female,N
3727,female,N
3728,male,Y
3729,female,N
3730,female,Y
3731,male,N
3732,female,N
3733,male,N
3734,female,N
3735,male,N
3736,female,Y
3737,female,N
3738,female,N
3739,male,Y
3740,female,Y
3741,male,Y
3742,female,N
3743,female,Y
3744,female,N
3745,female,Y
3746,male,Y
3747,female,Y
3748,male,Y
3749,female,N
3750,female,N
3751,female,N
3752,female,Y
3753,female,Y
3754,male,N
3755,male,Y
3756,female,Y
3757,male,N
3758,male,N
3759,male,Y
3760,female,N
3761,male,Y
3762,male,Y
3763,female,N
3764,female,N
3765,female,N
3766,male,Y
3767,male,Y
3768,female,N
3769,male,N
3770,male,Y
3771,female,N
3772,female,N
3773,female,N
3774,male,Y
3775,female,Y
3776,female,Y
3777,female,N
3778,male,Y
3779,male,Y
3780,female,Y
3781,male,Y
3782,male,N
3783,female,N
3784,female,N
3785,female,N
3786,female,N
3787,female,N
3788,female,N
3789,male,Y
3790,male,N
3791,male,Y
3792,female,N
3793,female,N
3794,female,N
3795,female,Y
3796,male,Y
3797,female,N
3798,female,Y
3799,male,Y
3800,female,N
3801,male,N
3802,female,N
3803,male,Y
3804,female,N
3805,female,N
3806,female,N
3807,female,N
3808,female,N
3809,male,Y
3810,male,Y
3811,male,Y
3812,female,N
3813,female,Y
3814,female,Y
3815,male,Y
3816,female,Y
3817,male,Y
3818,male,N
3819,female,N
3820,female,Y
3821,male,Y
3822,male,Y
3823,male,Y
3824,female,Y
3825,female,Y
3826,female,N
3827,female,N
3828,female,Y
3829,male,Y
3830,male,N
3831,male,Y
3832,male,Y
3833,female,N
3834,male,N
3835,male,Y
3836,female,Y
3837,female,Y
3838,male,Y
3839,female,N
3840,female,N
3841,female,N
3842,male,N
3843,female,Y
3844,female,N
3845,female,N
3846,male,N
3847,male,Y
3848,male,N
3849,female,N
3850,female,N
3851,male,N
3852,male,Y
3853,male,Y
3854,female,N
3855,female,N
3856,male,Y
3857,male,Y
3858,male,Y
3859,female,N
3860,female,N
3861,male,Y
3862,female,Y
3863,female,N
3864,female,N
